1edf348d-6fce-4ea3-937c-28ade02f28b8,Danny kupił łódź.,Wyścig odbywał się w porcie w pobliżu.,Postanowiłem się przyłączyć.,Danny i jego najlepszy przyjaciel kontrolowali łódź.,Dannie postanowił położyć się do łóżka.,Byli gotowi do startu.,dwa
0fe46de6-6ee3-4932-a578-268917372566,W szkole Mary dostaje zadanie napisania wypracowania o pandach.,"Na szczęście Mary uwielbia pandy, więc byłam podekscytowana, że mogę zacząć.","Gdy tylko Mary wróciła do domu, uruchomiła swój komputer i zaczęła.","Pisała o wszystkim, co wiedziała, a nawet przeprowadziła małe badania.",Mary nie lubiła pand.,"Mary nie mogła się doczekać, aby zdać relację.",dwa
625d1e13-8bd3-40b3-ac45-0b16a549fc69,Ellen marzyła o zdobyciu nagrody za swoje róże.,Miała zamiar zgłosić na kiermasz specjalną fioletową różę.,Codziennie wieczorem nawoziła i okrywała krzewy róż.,Róże stawały się piękniejsze z każdym dniem.,Ostatecznie nagrodę zdobyła Ellen.,Ellen musiała zapłacić za wymianę swojej karty bibliotecznej.,jeden
aa615e4f-83c1-4b65-96a4-6a989d253a52,Jessie właśnie zaczęła piątą klasę.,"Próbował zaprzyjaźnić się z innymi chłopcami, ale nie mógł.",Zamiast tego postanowił zaprzyjaźnić się z dziewczyną.,Dziewczyny z radością przyjęły go do swojej grupy.,"Jessie poszła do parku ze swoim nowym przyjacielem, Rogerem.",Jessie był dokuczany przez innych chłopców w szkole.,dwa
fa0d318c-d286-4c8e-adda-c2590f100f02,Tiffany była przytłoczona pracą.,"Mimo że kochał swoją pracę, pragnął przerwy.",Pewnego dnia potknęła się na nierównym chodniku na zewnątrz.,Złamała kostkę i musiała stracić kilka miesięcy pracy.,Następnego dnia Tiffany poszła do pracy.,"Bolało ją, ale cieszyła się, że nie musi iść do pracy.",dwa
501c6884-8885-4df3-ae8c-f3f9328fde54,Gina zgubiła telefon komórkowy w domu swoich dziadków.,Nie było go w salonie.,Wcześniej jeździł w samochodzie i drzemał w salonie.,Wzięła klucze taty i wybiegła na zewnątrz.,Ale nie chciała już mieć telefonu komórkowego.,Znalazłem telefon komórkowy w samochodzie.,dwa
8d9f72c4-7f31-4e86-8511-e921fd8f78bb,Alice miała wyjść za mąż za kilka tygodni.,"Pewnej nocy zadzwoniła do niej matka, ale zapomniała oddzwonić.",Jej matka zostawiła na jej telefonie wściekłą wiadomość.,"Zagroziła, że nie przyjdzie na ślub.",Alice zadzwoniła do swojej matki i przeprosiła ją serdecznie.,"Alice wysłała wiadomość do miłego chłopaka, którego zobaczyła na Tinderze.",jeden
ba87797c-dc31-402b-8740-d30c093d4df7,Ted lubi oglądać filmy.,Poznał prawie wszystkich i głosował na nich podczas rozdania Oscarów.,Będzie miał wielką imprezę oscarową i wszyscy będą na niego stawiać.,"Ted głównie bawi się kawałkami, które sam wybrał.",Ted nadal ogląda kilka filmów tygodniowo.,Postanawia przestać oglądać filmy.,jeden
384621a9-d9b6-436d-8914-61a93d916015,Meow została zaproszona przez swoich przyjaciół na wyprawę na paintball.,"Denerwowała się, że tam pójdzie.","Ale i tak poszła, bo chciała się dobrze bawić.",Strzelała kulkami z farbą do swoich przyjaciół i śmiała się przez cały czas.,"Tak jej się spodobało, że zaplanowała wycieczkę na przyszły tydzień.","Została postrzelona i przysięgła, że nigdy więcej tam nie pójdzie.",jeden
f531b039-67a6-4797-989d-24f716ed4073,Wszyscy przyjaciele Javiera ze szkoły mają smartfony.,Ale nadal używa swojego starego telefonu typu flip.,Pewnego dnia zdecydował się również na zakup smartfona.,"Na początku podoba mi się to, że mogę korzystać z Internetu gdziekolwiek jestem.",Javier postanawia kupić smartfona.,Ale tęskni za swoim starym telefonem komórkowym.,dwa
60facd71-c194-427a-9127-471d5844785e,Rachel postanawia oddać krew w lokalnej stacji transfuzji krwi.,"Trochę się denerwował, bo to był jego pierwszy raz.","Następnego dnia Rachel otrzymała telefon od lekarza, z którym się spotykała.",Lekarz przekazał jej złe wieści.,Rachel zalała się łzami.,Rachel zaczęła podekscytowana chodzić po księżycu.,jeden
d4aff04b-ba93-4cff-8b35-7eb10dd9e23f,Ron oglądał w telewizji pościg z dużą prędkością.,Policjanci ruszyli za złymi ludźmi z sąsiedztwa.,To było przerażające!,Ale potem gliny złapały złoczyńcę.,Ron zaczął zbierać kapsle od butelek.,Ron pochwalił działania funkcjonariusza.,dwa
8db8ec1c-1d94-4f9d-b71d-3b533e30a1c5,Sam kochał swój stary pas.,Przystosowali się do wszystkiego.,"Niestety, ma nadwagę.",Stała się mniejsza.,Sam był na diecie.,Sam był szczęśliwy.,jeden
696b1a71-b684-45ec-8435-7b48274ee411,Larry kupił nowy motocykl.,"Był zachwycony, że tak fajnie to wygląda.","Za pierwszym razem, gdy próbował na nim jeździć, spadł.",Zraniłam się w stopę i musiałam pojechać do szpitala.,Larry uwielbiał chodzić do szpitala.,Larry był zaniepokojony.,dwa
1d14ed7d-5a05-476b-bfab-3e3568a0dd6b,Kilka dni temu miałam randkę w ciemno.,Był uroczy i przyjazny.,Na mecz wprowadził mnie kolega.,"Wydaje się, że mamy kilka wspólnych cech.","Wkrótce staliśmy się chłopakiem i dziewczyną, a nawet rozważaliśmy małżeństwo.",Wkrótce potem zerwaliśmy.,jeden
9f32f9ef-0b7b-461b-953f-3d7da39bac87,Młynek do kawy Sammy'ego był zepsuty.,Potrzebowałem narzędzia do miażdżenia ziaren kawy.,Wsypuję ziarna kawy do plastikowej torebki.,Próbowałem rozbić go młotkiem.,Sammy nie lubił zbytnio kawy.,Tak samo było z Sammym.,dwa
3972aeda-e5f8-4776-abbb-8566bf38930a,W zeszłym tygodniu Jared poszedł do pracy.,Poprzedniej nocy ostro imprezowaliśmy.,Nie mógł zmrużyć oka.,"Zauważyłem, że mój samochód jest zwrócony w stronę nadjeżdżającego ruchu.","Jared szybko skręcił, aby uniknąć zderzenia.",Jared postanowił zwiększyć prędkość.,jeden
411b9523-5254-41ff-b740-e039d0423201,Joe wyhodował w swoim ogrodzie dużą ilość groszku.,Przyniósł groch i wyłuskał wszystkie grochy.,I ugotowałem to w dużym garnku.,"Bogata zupa grochowa z szynką, boczkiem i marchewką.","Jak Joe jadł swoją pyszną zupę, myślał o swojej pracy na podwórku.","Joe nie lubił zupy, więc wyrzucił garnek.",jeden
36b638c3-f2d1-44dc-bab1-5bf2a9d7fdff,"Aliza miała dawno zaginionego byłego chłopaka, którego musiała odnaleźć.","Problem polegał na tym, że przeniósł się do innego stanu.","Postanawia użyć Facebooka, aby go odnaleźć.","Znalazła go, ale był żonaty i miał dzieci.","Aliza była zasmucona, ale nigdy więcej się z nim nie skontaktowała.",Zakochał się w Alizie i pobrali się.,jeden
80b6447f-4c37-4194-9862-3785e5075463,"Lina poszła zobaczyć, jak się robi batoniki.","Patrzył, jak robotnicy barwią gorące cukierki.","A następnie rozciągnij ją, aby nadać jej połysk.",Na koniec zwijamy w batoniki i schładzamy.,"Lina wiedziała, że laski cukrowe są nudne.",Lina nabrała nowego szacunku do Candy Cane.,dwa
dd3506fe-31ce-4bbb-9000-02c222da3466,"Kiedy wprowadziłam się do tego domu, nie znałam swoich sąsiadów.","Pewnego dnia, kiedy kosiłem trawę, zobaczyłem, że piłka nożna spadła na podwórko.","Czułem, że jest to również świetne miejsce do interakcji z sąsiadami.",Złapałem piłkę i poszedłem oddać ją do pokoju obok.,To było bardzo przyjazne.,Wrzuciłem piłkę przez ich zamknięte okno.,jeden
ad42188e-383b-4c7d-9cd9-906725b7ce12,Bev pilnie się uczy.,Nie mogę się doczekać weekendu.,"Kiedy nadszedł, spała bardzo późno.",Potem wstała i poszła z nim porozmawiać.,W niedzielę wieczorem Bev znów była wyczerpana.,Bev zajmowała się codzienną pocztą i karmiła ryby.,jeden
f8ff777f-de4d-4e3a-91bd-b197ed13f78e,Trzy tygodnie temu byliśmy w Pizzerii Franka Pepe.,Ta sieć jest dość dobrze znana w Connecticut.,"Jest to restauracja sieciowa, która niedawno została otwarta w Bostonie.","Poszliśmy wcześnie, aby uniknąć tłumów.",Spacerowałem z moimi pięcioma warczącymi psami w parku po drugiej stronie miasta.,Zjedliśmy pyszną pizzę w pizzerii Frank Pepe's.,dwa
dfdf2b81-86fa-48f0-8a47-488ccf3e086b,Bernice zawsze chciała pojechać do Afryki.,"Bernice postanowiła, że w przyszłym roku na swoje urodziny wybierze się na wycieczkę.",Bernice zaczęła patrzeć na cenę biletów na wycieczkę.,Bernice sprawdzała również ceny hoteli.,Bernice pojechał do Europy na swoje urodziny.,Bernice kupiła bilet na samolot i postanowiła zarezerwować pokój.,dwa
de06c035-4c96-4ed0-89c2-3ce71e99e9d1,Jim zrobił ciasteczka szpinakowe.,Sprzedawał je po 5 dolarów za sztukę.,Nikt go nie kupił.,"Ale w ostatniej chwili, jeden człowiek chciał 20.","Był zaskoczony, ale wdzięczny.","Jim odszedł, bo myślał, że jest szalony.",jeden
f547c9a1-be95-439d-922d-1417d7f6b818,"Przyjaciel Randy'ego pokazał mi, jak dostać się do jego domu.",Miał być w drodze do Białego Domu.,Randy ciągle znikał.,"Chodził tam i z powrotem, aż w końcu ją znalazł.","Randy powiedział swojemu przyjacielowi, że ulżyło mu, że go znalazł.","Randy widział dom, ale jechał dalej i nie odjechał.",jeden
195a43c7-d43e-48e4-845b-fd6c75609df2,Postanowiłem pojechać z bratem na rowerze.,Rano wyjechaliśmy razem.,To była świetna zabawa.,Nagle uderzył w kamień i złamał swój rower.,"Fajnie było patrzeć, jak mój brat się rozbija.",Bardzo współczułem bratu.,dwa
a11cf506-7d19-4ab9-b0ac-a0fd85a9bd38,Anna weszła do salonu.,"To jest pierwszy raz, kiedy robi paznokcie.","Była zdenerwowana, ale technik był przyjazny.",Szybko i profesjonalnie wykonał jej paznokcie.,"Wychodząc z salonu, Anna czuła się bardzo modnie.",Anna bardzo polubiła swoją nową fryzurę.,jeden
b8c30925-f572-4ac3-b865-1cba592b6f0c,David i Sarah przyjaźnią się od dzieciństwa.,"Kiedy poszli na studia, przeprowadzili się do różnych miast.",W piątek Sara otrzymała niespodziewany telefon od Davida.,Przy kolacji rozmawialiśmy o naszych życiach.,"Sara cieszyła się, że udało im się dogonić siebie nawzajem.",Niedługo potem Sarah i David poszli na kolację.,jeden
0a5489f1-beea-4ad6-a6d5-380ba2abd184,AJ i jego mama byli w sklepie spożywczym.,"Ai patrzyła na pudełko z płatkami śniadaniowymi, a kiedy spojrzała w górę, jej mamy już nie było.",Od razu wpadłem w panikę.,Wtedy zza okna z zupą wyszła jego matka.,I AJ był smutny.,AJ odetchnął z ulgą.,dwa
fe3caede-4b19-410a-b08f-84d71b18e9f4,Joe poszedł na złomowisko w poszukiwaniu skarbów.,Grzebał w stercie starych ubrań.,Na dole znalazłam koszulę z zespołem rockowym.,"Joe założył koszulę, żeby ją przymierzyć.","Joe był zadowolony, widząc, że jego koszula pasuje.",Po tym wydarzeniu Joe znienawidził rock 'n' rolla.,jeden
e689960d-0515-424b-aac3-5d7160ac2577,Priya postanowiła spróbować w nowej restauracji.,Poszła do nowo otwartej kawiarni.,Priya usiadła w kabinie.,Zamówiła mimozę i burrito śniadaniowe.,"Priya powiedziała, że jego jedzenie było pyszne.",Priya przestała jeść i wyszła.,jeden
57d5152a-77db-4156-8330-166edb36b0a2,Na pierwszym roku studiów Karen miała współlokatorkę.,"Pewnego dnia mój współlokator prosi mnie, żebym poszedł na koncert do pobliskiego miasta.",Karen z radością się zgodziła.,Pokaz był bardzo porywający.,Karen nienawidziła swojej współlokatorki.,Karen zaprzyjaźniła się ze swoją współlokatorką.,dwa
726a0fc9-8c6f-451e-838b-c48140817dfc,W zeszłym roku wybrałam się z rodziną na plażę.,Dużo czasu spędzałam na plaży czytając z mamą.,Podczas czytania zostałem użądlony przez straszną osę plażową.,"Moja ręka stała się spuchnięta i bolesna, a ja byłam bliska pójścia do szpitala.",W końcu doszedłem do siebie.,"Odkryłam, że lubię dotykać czyraków.",jeden
696b9d6a-40a4-434d-8a01-aec20c4400a3,Donald był jak klasowy klaun.,Chciał być przewodniczącym klasy.,"Uznał więc, że jeśli będzie udawał głupka, ludzie będą na niego głosować.","Wstawanie, krzyczenie, robienie głupich rzeczy.",Don nienawidził wyborów.,"Donald miał nadzieję, że tą głupotą wygra wybory.",dwa
16eeb330-b579-4a0f-a1e6-0b7aad454c54,Eddie i Angela nie rozmawiali od dłuższego czasu.,Mieszkali razem w domu jako obcy sobie ludzie.,W końcu się rozwiedliśmy.,Eddy poszedł do sądu i wypełnił papiery.,Kilka miesięcy później rozwiedli się.,Zakochali się w sobie ponownie i zostali razem.,jeden
ed614284-2364-4b9c-bc02-5e0aad3d8968,Rachel dostała kota ponad 10 lat temu.,Nagle kot stał się ospały i stracił na wadze.,Zaniepokojona Rachel zabrała swojego kota do weterynarza.,"Weterynarz Rachel ogłosił, że jej kot ma raka.",Rachel była zachwycona tą wiadomością.,Weterynarz leczył raka jej kota najlepiej jak potrafił.,dwa
87678fdf-ad4e-4ff0-93d0-039fa451b49b,Jim jest nowym kierowcą i nigdy wcześniej nie był zatrzymywany.,Wczoraj został zatrzymany za przekroczenie prędkości.,Policjant wyjaśnił powód nałożenia mandatu.,"Jim będzie musiał pracować w nadgodzinach, aby zapłacić za bilet.",Jim jest bardzo zdenerwowany.,Jim ucieszył się na widok policjanta.,jeden
33882739-51ca-446f-8bd0-2bbf7cfcba37,"Uwielbiam awokado, to moje ulubione.",Miałem kanapkę pokrytą tym.,Po jedzeniu swędziały mnie usta i mrowiły.,Rozmawiałem o tym później z lekarzem.,"Powiedział mi, że popadam w paranoję i obciążył mnie kwotą 100 dolarów.","Dowiedziałam się, że jestem uczulona na awokado.",dwa
3ef66340-b2fd-4c12-bc1c-b28730b571a1,"David był pisarzem, dla którego trudno było znaleźć inspirację dla swojej twórczości.","Pewnego dnia przyśniło mu się, że znajduje się w postapokaliptycznym świecie.","Jak los chciał, zaczął spisywać swoje myśli.",W końcu napisał setki stron.,A David zamieścił nowy filmik.,I David opublikował manuskrypt.,dwa
26b26a0d-d7c5-4c50-bb94-bd236cd6b46f,Borys był uzależniony od gier wideo.,Jego matka była zmartwiona.,"Wezwała psychologa, aby jej pomógł.",Psycholog próbował przekonać Borysa do zerwania z nałogiem.,"Borys zdał sobie sprawę, że marnuje swoje życie.",Borys postanowił założyć sukienkę.,jeden
0c0d57aa-92eb-4bb3-8c65-6ce4d89e10a3,Policjant zachorował dzisiaj na grypę.,"Ledwo mogłem wstać z łóżka, nie mówiąc już o pójściu do pracy.","Jego żona spędzała z nim dużo czasu, opiekowała się nim.","Dbał o to, by wystarczająco dużo pić i jeść.",Ten oficer musiał oddać odznakę i broń.,Policjant w końcu odzyskał przytomność.,dwa
1ad020f7-a18a-45f9-a112-b9ca83afcad2,Pewnego lata mój przyjaciel Nathan i jego rodzina pojechali nad jezioro.,Pewnego dnia ojciec Nathana zostawił jego matce zapalniczkę i odszedł.,Jej matka była bardzo zła i kazała jej iść do sklepu boso.,Biedny Nathan musiał iść żwirową drogą po zapałki dla swojej matki.,"Kiedy Nathan wrócił, był bardzo zadowolony z tego ćwiczenia.","Kiedy Nathan wrócił, matka przeprosiła go za to, że była taka niemiła.",dwa
31dd2600-d4c3-4f15-a336-cd0c32237d06,Gary był dzielnym chłopcem.,Pewnego dnia postanowił wspiąć się przez płot na podwórko.,Rodzice szukali go wszędzie.,Znalazłem go siedzącego na huśtawce w parku.,"Rodzice Gary'ego odetchnęli z ulgą, gdy go znaleźli.","Rodzice Gary'ego byli rozczarowani, gdy go znaleźli.",jeden
a9982ad1-a78e-4ab3-b9d5-4f3679d3e043,Timmy został ukarany za niezapłacony mandat parkingowy.,Nie mieliśmy na to pieniędzy.,"Wręcz przeciwnie, musiał zostać aresztowany i uwięziony na dwa dni.","Straciłam pracę, bo spóźniłam się do pracy.","Timmy dostał awans za to, że cały czas wykonywał swoją pracę.",Po tym wydarzeniu Timmy musiał poszukać innej pracy.,dwa
a62e9212-e75b-4078-ae68-f56a1164dc70,"Kiedy byłam młodsza, jeździłam na obóz letni.",Dobrze się bawiliśmy grając w gry z doradcami.,Jego ulubionym zajęciem była gra w karty.,Prowadzący obóz znali różne gry karciane.,"Czas, który spędziłem z Panem Ministrem był bardzo wymowny.",Jego ulubioną grą karcianą był poker.,dwa
67cf2fb0-431a-404d-9c9f-826dd2d3472b,W ostatnią niedzielę Amber była bardzo zajęta.,"Zrobiła listę wszystkich miejsc, do których musi się udać.",Pośpiesznie się przygotowała.,"Martwiłam się, że nie starczy mi czasu.",Amber cieszyła się relaksującym dwugodzinnym brunchem.,"Amber się spieszył, więc zostawił swoją listę w domu.",dwa
dba303f0-ede3-4834-aad4-767eadafa744,Eva potrzebowała nowej sofy do swojego salonu.,Ale nie było jej na to stać.,Potem poszła do sklepu z używanymi rzeczami i znalazła kilka świetnych kawałków.,Dostarczyła go i zainstalowała w swoim salonie.,Zamiast tego kupiłem nową kanapę.,"Eva uważa, że sofa była bardzo wygodna.",dwa
7c183d9b-d1fd-414f-8c95-c17132422732,Jason bał się pająków.,Spotkałam się z terapeutką i rozmawiałam z nią o moich lękach.,"Jego terapeuta powiedział mu, że musi zmierzyć się ze swoimi lękami, aby je pokonać.",Zadaniem domowym Jasona było odnalezienie pająka w piwnicy.,Był tam bardzo duży pająk - powiedział.,Jason wziął gorący prysznic.,jeden
5b6f539e-eb73-4ca4-b359-a1f85e96effd,Linda zaczęła mieć problemy ze swoimi współpracownikami.,Współpracownik zaczął ją zastraszać w pracy.,Niektórzy z jej współpracowników obgadywali ją za plecami.,"Linda omówiła ten problem ze swoim przełożonym, który zapoczątkował mediację.",Następnego dnia jej szef ją zwolnił.,Linda i jej współpracownik w końcu zostali najlepszymi przyjaciółmi.,dwa
cb1dd642-75fd-43ae-bb80-d019a2a9cb8e,"Sarah chciała, aby jej dzieci miały wspaniałe święta Bożego Narodzenia.",Oszczędzałam przez rok i zaczęłam zakupy w listopadzie.,Poszła na tanie zakupy i wydała wszystkie swoje oszczędności.,W ciągu dwóch dni zapakowała kilkadziesiąt prezentów.,Wszystkie prezenty zostały zapakowane i przechowane na okres świąteczny.,"Zwróciła wszystkie prezenty, zamieniając je na tanie.",jeden
0f797de2-3d82-46d1-a370-c278a36ad785,Megan od kilku lat zmaga się z uzależnieniem od narkotyków.,"Sięgnęła dna, gdy straciła rodzinę i dzieci.",Jej rodzina postanowiła interweniować.,Po tym zdarzeniu została przyjęta do ośrodka rehabilitacyjnego.,Po pewnym czasie udało jej się odstawić narkotyki.,"Kiedy tu przyszła, cały dzień była na lekach.",jeden
6623b60e-9200-4019-9a95-521adc03524d,Tyler od lat jest bezrobotny.,Od kilku miesięcy z zapałem starał się o pracę.,Wszystkie ich wnioski są jednak odrzucane.,"Odrzucenie sprawia, że Tyler czuje się beznadziejnie.",Jest podekscytowany swoimi nowymi obowiązkami w pracy.,"Uważa, że może być zmuszony do ubiegania się o pomoc publiczną.",dwa
57f0ad88-0dad-4cce-95da-30175ff0ba40,Bobby miał przyjęcie urodzinowe.,Moja przyjaciółka kupiła mi duży tort.,Z tortu wyskoczyła kobieta.,"Bobby był zarówno zaskoczony, jak i rozbawiony.",Bobby miał dobrą imprezę.,Bobby był zły na swoich przyjaciół.,jeden
a5ac20db-ed05-49d7-8960-2035a9dce14d,To był ostatni dzień moich wakacji.,Obiad zjedliśmy na tarasie hotelu.,"Śmiałam się, bo to były najlepsze wakacje w życiu.",Następnie spakowaliśmy się i pojechaliśmy na lotnisko.,Chciałabym tam kiedyś wrócić.,"Wszyscy przysięgliśmy, że nigdy tam nie wrócimy.",jeden
3f191c72-305c-487d-8da0-7335fedc270f,"Matka poprosiła dzieci, aby pomogły jej złożyć pranie.",Dzieci zabrały swoje czyste ubrania do salonu.,Kładą swoje ubrania na podłodze.,Ubrania były złożone starannie w kupkę.,Jego ubranie było brudne i rozczochrane.,Następnie schludnie odłóż ubrania na miejsce.,dwa
dacd5655-337c-4c89-a87f-edd54067cfb9,Timmy lubi oglądać kreskówki.,"Jego rodzice nie pozwolą mi go zobaczyć, dopóki nie spełni swojego obowiązku.",Twoim zadaniem dzisiaj jest posprzątanie jego pokoju.,W pokoju Timmy'ego panuje bałagan.,"Timmy poszedł do jadalni, żeby zjeść śniadanie.","Timmy sprzątał cały dzień, żeby oglądać telewizję.",dwa
85cc4bad-5cd3-494f-be90-e3c16e512cab,Moja córka urządziła przyjęcie z okazji narodzin dziecka w swoim domu w Bostonie.,Zaprosiła na nią przyjaciół i rodzinę z całej społeczności.,Moja współlokatorka ze studiów mieszka teraz na Hawajach.,Chciała zrobić niespodziankę mojej córce i postanowiła przelecieć 4800 mil.,Moja córka była rozczarowana.,Moja córka była taka podekscytowana.,dwa
7e12768d-0e37-4940-9dcf-186ba3916660,Przyjęcie odbyło się w domu Pam.,Wszyscy kupiliśmy prezenty.,Pam kupiła ciasto.,Wszyscy tańczyli i dobrze się bawili!,Pam była kiepską gospodynią.,Pam była dobrą gospodynią.,dwa
d10f40c6-f5f0-4273-82e0-90aa22520588,Ellen zawsze nienawidziła szkoły.,Dzieci codziennie się z niej nabijały.,Nazywało się to Stinky Ellie.,Postanowiłem wziąć kąpiel.,"Ellen uwielbiała negatywną uwagę, którą otrzymywała.",Ellen była zdumiona.,dwa
322525fb-6970-4c56-89ae-375664d8e320,"Jim dostał swoją pierwszą kartę kredytową, kiedy był na studiach.","Nie miał pracy, więc wszystko kupował na kartę kredytową.",Po ukończeniu studiów był zadłużony na 10 000 dolarów.,"Jim uważał, że to niedorzeczne wydawać tyle pieniędzy.",Jim postanowił ustalić plan spłat.,Jim postanowił wyrobić sobie kolejną kartę kredytową.,jeden
9bc05c17-a739-462c-970c-f5279779f3a5,Tim wziął udział w konkursie pieczenia.,Postanawia zrobić swoje słynne pączki.,Wykonał ich wiele i zgłaszał do konkursów.,Według sędziów było to świetnie zrobione.,Sędziowie zwymiotowali od smaku pączków.,Tim wygrał konkurs pieczenia.,dwa
9843660b-4a86-4cae-b6d7-03d73b88426e,Mój dwuletni syn odmówił noszenia spodni treningowych.,"Zawsze błagał, żeby nosić pieluchy.","Pewnego dnia, w przypływie frustracji, rozebrałem go do naga.","Chodził do łazienki, kiedy nie patrzyłam.","Teraz już nawet nie myślę o tym, żeby kazać mu nosić spodnie treningowe.",Opieka społeczna zabrała go z domu.,jeden
e721d415-d8b9-479f-a476-bc3f3a239140,"Holly cieszyła się, że jest bezpieczna w domu, gdy nadeszła burza.","Gdy obserwowała burzę, usłyszała głośny huk.",W drzewach obok domu pojawiły się błyskawice.,Patrzyła na jego upadek.,Wyszła puszczać latawiec.,"Odetchnąłem z ulgą, że na nic nie wpadłem.",dwa
9409bd0a-fbdd-4450-8b41-5aac05fd5c36,Jill widziała reklamę szklanych kubków odpornych na stłuczenia.,"Była pod takim wrażeniem, że zamówiła go.","Kiedy Jill otrzymała kubek, wiedziała, że musi go wypróbować.",Upuściła jedną na drewnianą podłogę.,"Pękł, a Jill poczuła się jak głupia, że uwierzyła w ten szum.","Ku zaskoczeniu Jill, materiał rozerwał się na dwie części.",jeden
