ba87797c-dc31-402b-8740-d30c093d4df7,Ted rád chodí do kina.,Vidí se téměř s každým a hlasuje na Oscarech.,Uspořádá velkou oslavu Oscarů a všichni si na ni vsadí.,"Ted téměř vždy vyhrává s filmy, které si vybere.",Ted stále sleduje několik filmů týdně.,Rozhodne se přestat sledovat filmy.,1
384621a9-d9b6-436d-8914-61a93d916015,Nya byla pozvána na paintballový výlet s přáteli.,"Byla nervózní z toho, že tam půjde.","Ale stejně tam šla a doufala, že se pobaví.",Střílela paintballovými kuličkami na své kamarády a celou dobu se smála.,"Tak se jí to líbilo, že si naplánovala výlet na příští týden.","Byla postřelena a přísahala, že už tam nikdy nepůjde.",1
f531b039-67a6-4797-989d-24f716ed4073,Všichni Javierovi kamarádi ve škole mají chytré telefony.,Stále však používá starý flipový telefon.,Jednoho dne se rozhodne koupit si také chytrý telefon.,"Zpočátku se mu líbí, že má přístup kinternetu všude, kam jde.",Javier se rozhodne pořídit si chytrý telefon.,Pak se mu ale zasteskne po starém telefonu.,2
60facd71-c194-427a-9127-471d5844785e,Rachel se rozhodla darovat krev v místní transfúzní stanici.,"Byla trochu nervózní, protože to bylo poprvé.","Druhý den Rachel zavolal lékař, u kterého byla.","Lékař jí řekl, že má špatné zprávy.",Rachel se rozplakala.,Rachel začala vzrušením chodit po měsíci.,1
d4aff04b-ba93-4cff-8b35-7eb10dd9e23f,Ron sledoval v televizi honičku ve vysoké rychlosti.,Policista pronásledoval padoucha ve svém okolí.,Bylo to děsivé!,Ale pak policista chytil toho zlého.,Ron začal sbírat víčka od lahví.,Ron ocenil výkon policisty potleskem.,2
8db8ec1c-1d94-4f9d-b71d-3b533e30a1c5,Sam svůj starý pásek miloval.,Sladil ji se vším.,Bohužel příliš přibral na váze.,Stala se příliš malou.,Sam držel dietu.,Sam byl šťastný.,1
696b1a71-b684-45ec-8435-7b48274ee411,Larry si koupil nový motocykl.,"Byl nadšený, že vypadá cool.","Když se na něm poprvé pokusil jet, upustil ho.",Zranil si nohu a musel do nemocnice.,Larry rád chodil do nemocnice.,Larry zpozorněl.,2
1d14ed7d-5a05-476b-bfab-3e3568a0dd6b,Před pár dny jsem šla na rande naslepo.,Byla roztomilá a přátelská.,Byli jsme domluveni přes spolupracovníka.,"Zdá se, že máme některé věci společné.",Brzy jsme se stali přítelem a přítelkyní a přemýšleli o svatbě.,Hned jsme se rozešli.,1
9f32f9ef-0b7b-461b-953f-3d7da39bac87,Sammyho mlýnek na kávu byl rozbitý.,"Potřeboval něco, čím by rozdrtil kávová zrna.",Zrnkovou kávu vložil do plastového sáčku.,Pokusil se je rozdrtit kladivem.,Sammy se o kávu příliš nezajímal.,U Sammyho to fungovalo.,2
3972aeda-e5f8-4776-abbb-8566bf38930a,Minulý týden jel Jared do práce.,Předchozí noc tvrdě pařil.,Vůbec se nevyspal.,"Než se nadál, stálo jeho auto čelem k protijedoucím vozidlům.",Jared rychle odbočil a srážce se vyhnul.,Jared se rozhodl zrychlit.,1
411b9523-5254-41ff-b740-e039d0423201,Joe vypěstoval na zahradě velkou dávku hrášku.,Přinesl hrášek dovnitř a všechen ho vyloupal.,Pak je uvařil ve velkém hrnci.,"Do husté hrachové polévky přidal šunku, slaninu a mrkev.","Joe myslel na práci na zahradě, zatímco jedl lahodnou polévku.","Joe vyhodil hrnec ven, protože nesnášel polévku.",1
36b638c3-f2d1-44dc-bab1-5bf2a9d7fdff,"Aliza měla dávno ztraceného bývalého přítele, kterého musela najít.","Problém byl v tom, že se přestěhoval do jiného státu.",Rozhodla se ho najít pomocí Facebooku.,"Našla ho, ale byl ženatý a měl děti.","Aliza byla smutná, ale už ho nikdy nekontaktovala.",Zamiloval se do Alizy a vzali se.,1
80b6447f-4c37-4194-9862-3785e5075463,"Lina se šla podívat, jak se vyrábějí cukrové tyčinky.","Sledovala, jak dělníci přidávají do horkého cukroví barvu.","Pak ji natáhli, aby se leskla.",Nakonec z něj vytvarovali hůl a nechali ho vychladnout.,"Lina teď věděla, že tyčinky jsou nudné.",Lina pocítila novou úctu ke sladkým tyčinkám.,2
dd3506fe-31ce-4bbb-9000-02c222da3466,"Když jsem se poprvé nastěhoval do svého domu, neznal jsem své sousedy.",Jednoho dne jsem při sekání trávy našel na zahradě kopací míč.,"Cítil jsem, že je to skvělá příležitost seznámit se se sousedy.",Popadl jsem míč a šel ho vrátit vedle.,Byli velmi přátelští.,Prohodil jsem míč jejich zavřeným oknem.,1
ad42188e-383b-4c7d-9cd9-906725b7ce12,Bev se pilně učila.,Nemohla se dočkat víkendu.,"Když to přišlo, zaspala velmi pozdě.",Pak se zvedla a šla se bavit.,V neděli večer byla Bev opět vyčerpaná.,"Bev vyřídila poštu a nakrmila ryby, jako to dělala každý den.",1
f8ff777f-de4d-4e3a-91bd-b197ed13f78e,Před třemi týdny jsme byli v pizzerii Frank Pepe.,Tento řetězec je v Connecticutu poměrně známý.,Řetězec byl nedávno otevřen v Bostonu.,"Šli jsme brzy, abychom se vyhnuli davu.",V parku na druhém konci města jsme venčili 5 vrčících psů.,V pizzerii Frank Pepe jsme si dali skvělou pizzu.,2
dfdf2b81-86fa-48f0-8a47-488ccf3e086b,Bernice vždy toužila cestovat do Afriky.,"Bernice se rozhodla, že si příští rok k narozeninám udělá výlet.",Bernice se začala dívat na cenu letenek na cestu.,Kromě toho Bernice zjišťovala i ceny hotelů.,Bernice odjela na své narozeniny do Evropy.,Bernice se rozhodla koupit letenku a rezervovat si pokoj.,2
de06c035-4c96-4ed0-89c2-3ce71e99e9d1,Jim upekl špenátové sušenky.,Prodával je po pěti dolarech.,Nikdo si je nekoupil.,Na poslední chvíli však jeden muž chtěl dvacet.,"Byl překvapený, ale vděčný.","Jim si myslel, že se zbláznil, a odešel.",1
f547c9a1-be95-439d-922d-1417d7f6b818,"Randyho kamarád mu poradil, jak se dostat k jeho domu.",Měl se vydat doprava za Bílý dům.,Randy se dál ztrácel.,"Neustále se vracel, až ji nakonec našel.","Randy řekl svému příteli, jak se mu ulevilo, když ho našel.","Randy dům viděl, ale pokračoval v jízdě a nevrátil se.",1
195a43c7-d43e-48e4-845b-fd6c75609df2,"Rozhodl jsem se, že se s bratrem projedu na kole.",Ráno jsme se oba vydali na cestu.,Užili jsme si spoustu legrace.,Najednou narazil na kámen a zlomil kolo!,"Sledovat, jak můj bratr havaruje, bylo zábavné.",Bylo mi bratra velmi líto.,2
a11cf506-7d19-4ab9-b0ac-a0fd85a9bd38,Anna šla do salonu.,Poprvé si nechala udělat nehty.,"Byla nervózní, ale technik byl přátelský.",Nehty jí udělal rychle a odborně.,Anna se při odchodu ze salonu cítila velmi módně.,Anně se její nový účes opravdu líbil.,1
b8c30925-f572-4ac3-b865-1cba592b6f0c,David a Sára se v dětství přátelili.,"Když odešli na vysokou školu, přestěhovali se každý do jiného města.",V pátek Sáře nečekaně zavolal David.,Povečeřeli a povídali si o svých životech.,"Sára byla ráda, že se jim podařilo dohnat je.",Sarah a David šli hned poté na večeři.,1
0a5489f1-beea-4ad6-a6d5-380ba2abd184,AJ a jeho matka byli v obchodě s potravinami.,"Aj se díval na krabici s cereáliemi, a když vzhlédl, jeho máma byla pryč.",Okamžitě začal pociťovat paniku.,Pak zpoza výlohy s polévkou vystoupila jeho matka.,AJ pak začal být smutný.,AJ si s úlevou oddechl.,2
fe3caede-4b19-410a-b08f-84d71b18e9f4,Joe se vydal na vrakoviště hledat poklady.,Prohrábl hromadu starého oblečení.,Dole byla historická košile s rockovou kapelou.,"Joe si košili oblékl, aby si ji vyzkoušel.","Joe byl rád, že mu košile sedí.",Joe později rockovou hudbu nenáviděl.,1
e689960d-0515-424b-aac3-5d7160ac2577,Priya se rozhodla vyzkoušet novou restauraci.,"Jela do nové kavárny, která byla otevřena.",Priya si sedla ke stánku.,Objednala si mimózu a snídaňové burrito.,"Priya si myslela, že její jídlo je vynikající.",Priya se rozhodla nejíst a odešla.,1
57d5152a-77db-4156-8330-166edb36b0a2,V prvním ročníku na vysoké škole dostala Karen spolubydlícího.,"Jednoho dne ji spolubydlící požádala, aby jela do nedalekého města na koncert.",Karen spokojeně souhlasila.,Představení bylo naprosto vzrušující.,Karen svou spolubydlící nenáviděla.,Karen se spřátelila se svou spolubydlící.,2
726a0fc9-8c6f-451e-838b-c48140817dfc,Loni jsme jeli na rodinnou dovolenou na pláž.,Hodně času jsem strávila čtením s mámou na pláži.,Jednou mě při čtení bodla strašná plážová vosa.,"Ruka mi otekla a bolela, málem jsem musela do nemocnice.",Nakonec jsem se uzdravil.,"Zjistila jsem, že se mi líbí, když jsem oteklá.",1
696b9d6a-40a4-434d-8a01-aec20c4400a3,Donald byl tak trochu třídní klaun.,Chtěl být předsedou třídy.,"Tak si řekl, že když se bude chovat jako idiot, lidé ho budou volit.","Vstával, křičel a dělal hlouposti.",Don nesnášel volby.,"Donald doufal, že mu tato hloupost vyhraje volby.",2
16eeb330-b579-4a0f-a1e6-0b7aad454c54,Eddie a Angela spolu už dlouho nemluvili.,Žili spolu ve svém domě jako cizinci.,"Nakonec si sedli a shodli se, že je čas na rozvod.",Eddie šel k soudu a vyplnil papíry.,O několik měsíců později se rozvedli.,Znovu se do sebe zamilovali a zůstali spolu navždy.,1
ed614284-2364-4b9c-bc02-5e0aad3d8968,Rachel adoptovala kočku před více než deseti lety.,Najednou se kočka chovala letargičtěji a hubla.,Znepokojená Rachel vzala svou kočku k veterináři.,"Veterinář Rachel oznámil, že její kočka onemocněla rakovinou.",Rachel byla z této zprávy nadšená.,"Veterinář léčil rakovinu její kočky, jak nejlépe mohl.",2
87678fdf-ad4e-4ff0-93d0-039fa451b49b,Jim je nový řidič a nikdy předtím nebyl zastaven.,Včera ho zastavili kvůli překročení rychlosti.,"Policista mu vysvětlil, proč dostal pokutu.","Jim bude muset pracovat přesčas, aby zaplatil jízdenku.",Jim je velmi rozrušený.,"Jim byl rád, že policistu vidí.",1
33882739-51ca-446f-8bd0-2bbf7cfcba37,Miluji avokádo.,Snědl jsem jimi pokrytý sendvič.,Po jídle mě svědila a brněla ústa.,Později jsem o tom mluvil se svým lékařem.,"Řekl, že jsem paranoidní, a naúčtoval mi 100 dolarů.","Ukázalo se, že mám alergii na avokádo.",2
3ef66340-b2fd-4c12-bc1c-b28730b571a1,"David byl autor, který měl problémy s hledáním inspirace pro své dílo.","Jednoho dne se mu zdálo, že se ocitl v postapokalyptickém světě.","Myslel si, že je to osud, a začal psát své myšlenky.",Nakonec napsal stovky stránek.,David poté nahrál své nové video.,David pak svůj rukopis vydal.,2
26b26a0d-d7c5-4c50-bb94-bd236cd6b46f,Boris byl závislý na videohrách.,Jeho matka byla znepokojená.,"Zavolala psychologa, aby jí pomohl.","Psycholog se snažil Borise přesvědčit, aby se svou závislostí přestal.","Boris si uvědomil, že marní svůj život.",Boris se rozhodl vzít si šaty.,1
0c0d57aa-92eb-4bb3-8c65-6ce4d89e10a3,Policista dnes onemocněl chřipkou.,"Nemohl jít do práce, protože sotva vstával z postele.","Jeho žena se o něj dlouho starala a ujišťovala se, že je v pořádku.","Dbal na to, aby dostatečně pil a jedl.",Policista musel odevzdat odznak a zbraň.,Policista se nakonec uzdravil.,2
1ad020f7-a18a-45f9-a112-b9ca83afcad2,Můj přítel Nathan a jeho rodina jeli jednou v létě k jezeru.,Jednoho dne Nathanův otec odešel a nenechal mamince zapalovač.,Jeho máma byla velmi naštvaná a donutila ho jít do obchodu bosý.,"Chudák Nathan musel jít pěšky po štěrkové cestě, aby mamince přinesl sirky.","Když se Nathan vrátil, cítil se za cvičení velmi šťastný.","Když se Nathan vrátil, máma se mu omluvila, že byla tak zlá.",2
31dd2600-d4c3-4f15-a336-cd0c32237d06,Gary byl statečné dítě.,Jednoho dne se rozhodl přelézt plot na dvorku.,Rodiče ho hledali všude možně.,Našli ho sedět na houpačce v parku.,"Garyho rodičům se ulevilo, když ho našli.","Garyho rodiče byli zklamaní, když ho našli.",1
a9982ad1-a78e-4ab3-b9d5-4f3679d3e043,Timmy byl přistižen s nezaplacenými pokutami za parkování.,"Neměl dost peněz, aby za ně zaplatil.",Místo toho musel být zatčen a na dva dny uvězněn.,"Přišel o práci, protože chyběl v zaměstnání.","Timmy byl povýšen za to, že neustále pracoval.","Timmy si pak musel najít jinou práci,",2
a62e9212-e75b-4078-ae68-f56a1164dc70,"Když jsem byl mladší, jezdil jsem na letní tábor.",S poradci jsme si užili spoustu legrace při hraní her.,Nejraději jsem hrál karty.,Táboroví vedoucí znali tolik různých karetních her.,Čas strávený s ministrem byl velmi užitečný.,Moje oblíbená karetní hra byl poker.,2
67cf2fb0-431a-404d-9c9f-826dd2d3472b,Amber měla tuto neděli spoustu práce.,"Sepsala si seznam všech míst, kam se musí podívat.",Spěchala se připravit.,"Obávala se, že nebude mít dost času.",Amber si užívala dvouhodinový odpočinkový brunch.,"Amber tak spěchala, že nechala seznam doma.",2
dba303f0-ede3-4834-aad4-767eadafa744,Eva potřebovala do svého salonu novou pohovku.,Ale nemohla si ho dovolit koupit!,Pak zašla do obchodu s použitým zbožím a našla skvělý kousek.,Nechala si ho doručit a postavit v obývacím pokoji.,Koupila si místo něj nový gauč.,"Eva si myslela, že pohovka je velmi pohodlná.",2
7c183d9b-d1fd-414f-8c95-c17132422732,Jason měl z pavouků hrůzu.,Navštívil terapeuta a probral s ním svůj strach.,"Jeho terapeut mu řekl, že by se měl svému strachu postavit, aby ho překonal.",Jason měl za domácí úkol hledat ve sklepě pavouka.,Našel tam velmi velkého pavouka.,Jason si dal horkou sprchu.,1
5b6f539e-eb73-4ca4-b359-a1f85e96effd,Linda začala mít v práci problémy se svým kolegou.,Kolegyně ji začala v práci komandovat.,Spolupracovník dokonce mluvil za jejími zády.,Linda šla s problémem za svým šéfem a ten je zprostředkoval.,Její šéf ji druhý den vyhodil.,Z Lindy a jejího spolupracovníka se nakonec stali nejlepší přátelé.,2
cb1dd642-75fd-43ae-bb80-d019a2a9cb8e,"Sára si přála, aby její děti měly krásné Vánoce.",Celý rok šetřila a v listopadu začala nakupovat.,Nakupovala výhodně a utratila všechny své úspory.,Dva dny strávila balením desítek dárků.,Všechny dárky byly zabaleny a uloženy na svátky.,Vrátila všechny dárky za levnější.,1
0f797de2-3d82-46d1-a370-c278a36ad785,Megan se již několik let potýká s drogovou závislostí.,"Na dno se dostala, když přišla o rodinu a děti.",Její vzdálená rodina se rozhodla uspořádat zásah.,Po této události se dostala do rehabilitačního zařízení.,Po nějaké době se jí podařilo drogy vysadit.,"Když přijela, celý den brala drogy.",1
6623b60e-9200-4019-9a95-521adc03524d,Tyler je už léta nezaměstnaný.,Posledních několik měsíců se pilně ucházel o práci.,Všechny jeho žádosti jsou však zamítnuty.,Odmítnutí přispívají k Tylerovu pocitu zoufalství.,Z nových povinností v práci je nadšený.,"Uvědomuje si, že možná bude muset požádat o veřejnou podporu.",2
57f0ad88-0dad-4cce-95da-30175ff0ba40,Bobby měl narozeninovou oslavu.,Jeho přátelé mu koupili obrovský dort.,Z dortu vyskočila žena.,Bobby byl překvapený a pobavený.,Bobby měl dobrou párty.,Bobby byl na své přátele naštvaný.,1
a5ac20db-ed05-49d7-8960-2035a9dce14d,Byl to poslední den naší dovolené.,Obědvali jsme na terase hotelu.,"Smáli jsme se a usmívali, protože to byla skvělá dovolená.",Pak jsme si sbalili kufry a odjeli na letiště.,Jednou se tam chceme vrátit.,"Všichni jsme si slíbili, že už se tam nikdy nevrátíme.",1
3f191c72-305c-487d-8da0-7335fedc270f,"Matka požádala děti, aby jí pomohly složit prádlo.",Děti odnesly čisté oblečení do obývacího pokoje.,Odložili oblečení na podlahu.,Oblečení úhledně poskládali na hromádky.,Oblečení bylo špinavé a rozložené.,Poté si úhledně odloží oblečení.,2
dacd5655-337c-4c89-a87f-edd54067cfb9,Timmy se rád dívá na kreslené filmy.,"Rodiče ho nenechají dívat se, dokud nebude plnit své povinnosti.",Dnešním úkolem je uklidit jeho pokoj.,V Timmyho pokoji je nepořádek.,Timmy šel na snídani do jídelny.,"Timmy strávil celý den úklidem, aby se mohl dívat na televizi.",2
85cc4bad-5cd3-494f-be90-e3c16e512cab,Moje dcera měla v našem bostonském domě oslavu narození dítěte.,Pozvala přátele a rodinu z okolí.,Její bývalý spolubydlící z vysoké školy žije na Havaji.,Rozhodla se překvapit mou dceru a uletět 4800 mil.,Moje dcera byla zklamaná.,Dcera byla nadšená.,2
7e12768d-0e37-4940-9dcf-186ba3916660,Večírek se konal v Pamině domě.,Všichni si koupili dárky.,Pam koupila dort.,Všichni tančili a bavili se!,Pam byla mizerná hostitelka.,Pam byla dobrá hostitelka.,2
d10f40c6-f5f0-4273-82e0-90aa22520588,Ellen vždycky nesnášela školu.,Děti si z ní každý den dělaly legraci.,Říkali jí smradlavá Elly.,"Rozhodla se, že se začne koupat.",Ellen se negativní pozornost líbila.,Ellen byla zděšená.,2
322525fb-6970-4c56-89ae-375664d8e320,Jim dostal svou první kreditní kartu na vysoké škole.,"Neměl práci, a tak si koupil všechno na kartu.",Po ukončení studia měl dluh 10 000 dolarů.,"Jim si uvědomil, že bylo hloupé utrácet tolik peněz.",Jim se rozhodl vymyslet plán splácení.,Jim se rozhodl otevřít si další kreditní kartu.,1
9bc05c17-a739-462c-970c-f5279779f3a5,Tim se účastnil soutěže v pečení.,Rozhodl se připravit své slavné koblihy.,Udělal jich velkou dávku a přihlásil je do soutěže.,Podle porotců byly vynikající.,Porotci se z chuti koblih pozvraceli.,Tim vyhrál soutěž v pečení.,2
9843660b-4a86-4cae-b6d7-03d73b88426e,Můj dvouletý syn odmítal nosit tréninkové kalhoty.,"Vždycky prosil, aby mohl nosit plenku.",Jednoho dne jsem ho z frustrace nechala nahého.,"Chodil na nočník a používal ho, když jsem se nedívala.",Teď už se ho nesnažím nutit nosit tréninkové kalhoty.,Služba na ochranu dětí ho z domova odebrala.,1
e721d415-d8b9-479f-a476-bc3f3a239140,"Holly byla ráda, že je v bezpečí svého domu, zatímco zuří bouře.","Sledovala bouři, když uslyšela hlasité prasknutí.",Do stromu vedle domu uhodil blesk.,"Dívala se, jak padá.",Šla ven pouštět draka.,"Ulevilo se jí, že do ničeho nenarazila.",2
9409bd0a-fbdd-4450-8b41-5aac05fd5c36,Jill viděla reklamu na nerozbitné skleněné poháry.,Byla ohromena a objednala si je.,"Když Jill kelímky obdržela, chtěla je vyzkoušet.",Jeden jí spadl na dřevěnou podlahu.,"Rozbilo se to a Jill si připadala hloupě, že uvěřila tomu humbuku.",K Jillinu překvapení se látka roztrhla na dvě části.,1
00d73c9e-6441-4b23-ad78-f33490a6a1ec,"Addie pracovala v obchoďáku Hollister, když dovnitř vešel cizí muž.","Než se nadála, podívala se Addie za sebe a uviděla ukradené oblečení.",Addie se vyděsila a snažila se muže vyhnat.,Naštěstí přišli strážníci a zatkli ho.,Addie byla za svůj čin uvězněna.,"Addie se ulevilo a zhluboka se nadechla, aby se uklidnila.",2
a2685475-307b-49a3-85f8-07b32c63e062,Sean šel na pracovní pohovor.,Přišel do podniku a zeptal se na vedoucího.,Manažer ho odvedl dozadu a vyslechl ho.,Poté ho vedoucí provedl a vysvětlil mu náplň práce.,"Manažer doufal, že Sean podá špatný výkon.","Manažer chtěl, aby Sean všemu rozuměl.",2
1bfde41c-01ea-4af8-a5c3-706b8af6cec6,"Fred se vsadil se Samem, kdo za měsíc zhubne víc.",Fred chtěl sázku o 100 dolarů opravdu vyhrát.,"Fred denně cvičil, vyhýbal se rychlému občerstvení a vynechával večeře.","Na konci měsíce si byl Fred jistý, že vyhraje.",Fred sázku na konci měsíce zrušil.,Fred nakonec sázku vyhrál a získal 100 dolarů.,2
749b0981-388d-4deb-83d4-b4bc35b4a168,John poprvé skočil s padákem.,Vyletěl s instruktorem na letadle do vzduchu.,"Vykřikl, když vyskočili.",John se strašně bál výšek a omdlel.,Johnovi se líbila každá vteřina seskoku padákem.,"Když se probudil, už přistál.",2
7d9b0578-4621-460a-9d67-9705079b0a1c,Gina s rodinou odcházela z parku.,Byli tam celé odpoledne.,Teď jeli k její tetě.,"Gina prosila, aby ji vysadili u babičky.",Gina svou babičku nenáviděla.,Gina svou babičku milovala.,2
71db6e1d-bcb4-4849-bded-f252a32c927c,Kaya si potřebovala koupit nové šaty na nadcházející jarní ples.,S několika kamarádkami šla do obchodního centra.,Dívky se dobře bavily při návštěvě obchodů a zkoušení šatů.,"Kaya našla šaty v pěkné korálové barvě, které se jí líbily.",Neodolala a koupila starožitnou vázu.,"Bylo to docela drahé, ale rozhodla se, že to stojí za to.",2
41548819-7537-4bbe-8c20-ba78feb5fe0d,Tyler chtěl uspořádat balónkovou párty se spoustou balónků.,"On, jeho kamarádi a rodiče nafoukli balónky.",Spolu s kamarády si hrál s balónky a užil si spoustu legrace.,Unavení se dívali na film a večeřeli.,Byl to velmi zábavný den.,"Tyler měl pocit, že mu rodiče nikdy nic nedovolili.",1
e4443872-3ac9-465e-9d99-88ab9720da81,Jimmy se dnes odpoledne projel na skateboardu.,Tento týden to bylo potřetí.,Začíná mu to jít a opravdu ho to baví.,"Jednou spadl, ale nevzdal se.",Jimmy se tento týden naučil nový trik.,Jimmy se rozhodl vzdát se svého skateboardu.,1
aa03cc32-e85b-4710-8120-aeaba4af65b0,Maxine si obvykle nerada holí nohy.,"Nemá ráda pocit, když používá holicí strojek.",Jednou večer má Maxine velké rande a rozhodne se vzít si šaty.,Pro tuto příležitost si oholí nohy.,Maxine nechce jít na rande.,Maxine se příště nechá odstranit laserem.,2
