"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
d8079c78-7eda-4006-a7f5-993cc1456bcb,Miles was a roofer.,He loved his job and was very good at it.,One day he was not paying attention and fell off the roof.,"Fortunately, he only broke his leg.",miles did not get up and leave.,miles has not decided to be more careful.,2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny thought Anita was the one, but he was wrong.","He asked her out, but she said she wasn't feeling well.",Johnny decided to go to a club to drink and listen to music.,At midnight he looked back and saw Anita dancing with another man.,Johnny didn't want to ask Anita out again.,Johnny didn't ask Anita out again.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,His eyes were burning with pain.,Her stomach churned and turned over.,Your lungs are full of fluid.,A painful cough rattled through the halls of her small home.,"was certainly not close to death, he would have disappeared before the night was over.",did not get up and decided to go for a run.,1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom was preparing for the big exam.,Then he fell asleep in his sleep.,He slept for five hours.,He woke up with a jolt.,Tom was in no hurry to study as much as possible before the exam.,tom did not feel ready for the test.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,Friends have lunch together and gather around the table.,Ben was hungry and finished his lunch before everyone else.,He went back to the dining room to buy more food.,It did not shape him.,did not decide to buy more lunch and did not feel bad afterwards.,and then he didn't stop eating because he wasn't full.,1
86178f58-f674-42bc-91f8-23038c98197a,Jill's father took her to choose a kitten.,There were two in the cage.,He could not leave any of them behind.,His father agreed.,Jill and her father never took any cats home.,Jill and her father did not take the two kittens home.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Today was my first class trip.,My class went to the playground at the back of the school.,Many students and professors rested on towels on the floor.,There were also a number of sporting events.,I didn't get a proper tan that day.,I didn't get hit in the face with a football and get a black eye.,1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,The dog stopped at the lake to drink.,He changed his reflection for another dog.,"He wanted to fight, so he jumped into the water.","Not surprisingly, his opponent proved elusive.",the dog did not run home with its tail between its legs.,the other dog did not beat him and did not bite his ear.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Peter wanted to show his daughter his favourite Christmas song.,She played him a video of the song.,Then he let her listen to the soundtrack.,"Last time, he decided to sing a song for her.",Peter did not hate Christmas.,Peter's daughter did not like music.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao was an avid gardener.,"He had a large garden in his back yard, which he loved.",He decided to take his vegetables and enter them in the local market.,He looked forward to the results.,yao does not fall into two categories.,the judges did not eat the yao vegetables without a reward.,1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary loved skipping rope.,He has done this all along.,This has kept him in good shape.,He was always full of energy.,Mary did not lose her job because she lacked stamina.,Mary was not happy that she had learned to jump rope.,2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,I was in a bar with my friends.,It was my turn to buy a bullet.,I went up to the barman and asked him for 13 beers and a shot.,He asked for my card and accepted the order.,He didn't tell me to go to hell.,did not fulfil my order.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott was hungry.,She decided to cook dinner.,He cooked tacos.,He made enough of them to share with a friend.,your friend didn't like the taco Scott made.,friend was not offended enough not to ask Scott to leave.,1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel wanted to try out for a basketball team.,He practiced very hard.,He was very nervous on the day of the exam.,His practice has paid off.,was not invited to the team.,did not play terribly.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth and Carol went to a Chinese restaurant.,"After dinner, Beth opened her fortune cookie.",Beth expected to get lucky by the end of the week.,Beth called him later in the week to tell him the good news.,Beth's dog was not hit by a car!,Beth didn't exactly win the lottery!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,Sally loved the soda water her mother bought her.,He took one from the fridge.,He was happy to open it and try it out.,Little did Sally know that her brother had shocked them all.,the water was not very calm.,the water did not explode.,2
e0644cca-3711-444f-ba22-22e701d18fa9,The bride and groom walk down the aisle.,They eventually married.,The wedding took place in a country club.,"When the bride threw the bouquet, her best friend caught it.",his best friend was not angry.,his best friend was not impressed.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon is in a hurry for a meeting.,He flies out of the lab and slips on the ice outside.,"When he stands up, he notices that he has torn his wrist.",You're barely in time for your meeting.,Gordon is not fired for being late for a meeting.,gordon does not promise to be more careful next time.,2
cd4c6628-e2b1-4959-afaf-e3008821b177,Two old ladies are having lunch in the park.,One of them brought a basket and put the food on the table.,They happily talked and ate until they started to argue about something.,One of them threw a slice of cake at the other and a food fight ensued.,the police did not have to come to stop the conflict.,were not satisfied with how delicious the cake was.,1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike had a beautiful girlfriend.,One day he was walking in the schoolyard.,He saw his girlfriend with another man.,The other boy was her boyfriend Bob.,Mike was not happy about not walking in the schoolyard.,Mike was not sad to see his girlfriend with someone else.,2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara lost her dog yesterday.,He was scared.,Kara was looking for him all over the city.,The dog was last found in a neighbour's yard.,Kara did not ask her neighbours not to put dog food in their yard.,Kara did not buy a pet and paint it pink.,1
1055bd28-9480-4e7e-8b5c-68575b03911b,Every year we have a barbecue at my aunt's house by the pool.,"One year, when my sister was very young, she fell into a pool.","When my father noticed he was gone, he ran to the pool.",It sank and pulled my sister to the surface.,We were not all relieved when it was not resolved.,we didn't let him go swimming.,1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"The harpooner hit the whale, which staggered and began to flee.","Everything was fine for a few minutes, then the whale made a low sound.",The line could not run out fast enough and the nose sank deep.,The boat sank under the waves and never rose again.,the harpooner did not sink with the ship.,the harpooner did not appear on the surfboard.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah was very hungry.,"He went to the kitchen to eat, but all he got was bread.",He made toast with butter and jam.,"When he went to the table, he dropped the toast.",Sarah was not so depressed.,"Sarah was not impressed, because she dropped the toast.",1
f82aee98-72da-4a92-b898-d4d362101498,The day after Christmas we left North Carolina and went to Florida.,It was a long drive and we couldn't wait to get there.,We spent time with the family and visited Disney World.,We spent a full day at the Magic Kingdom.,After that we didn't go home and slept soundly.,then we didn't leave the six flags and went home.,1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole's greatest wish was to become an aunt.,The problem was that he had no brothers or sisters.,Today Nicole received a message from her cousin Xiao.,Xiao and her husband were expecting a baby boy.,she didn't think she'd be an aunt of honour.,He has not yet decided that he does not like babies.,1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary and Emma drove to the beach.,They decided to swim in the ocean.,Mary turned to Emma.,Emma told us to be careful of the waves.,the ocean was not as calm as a bathtub.,Mary was not swept away by the great wave.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,Jeff just got engaged to his girlfriend Ashley!,They are very happy and immediately started planning their wedding.,Within hours they realised how expensive it was going to be.,Jeff decided to take a part-time job to pay for it all.,Ashley did not get a part-time job.,Jeff did not quit that day.,1
4989e550-64be-4b0e-a667-fee519fc2980,Josh got up early to get ready for the planned hike.,"After showering, he made sure he had packed all the essentials.","He left the house and went to the park, where he was going for a hike.","Since it was still early, Josh left the road mostly to himself.",Josh did not like outdoor activities.,Josh hated outdoor activities.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,Friday was a basketball match.,My friends and I wanted to watch it.,We got together and got some money for a snack.,We went into the courtyard and sat down.,We did not decide to leave when we sat down.,we had no seats on the sidelines.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,Anna wanted ivy to climb the walls of her house.,He found it strange and charming.,She got little ivy seedlings and planted them.,Soon they were climbing the walls of his home.,was not just what he wanted.,was not very allergic to poison ivy .,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,My goal is to do over 200 kilos on the bench press.,"In my gym, this is the heaviest weight on this machine.",Now I can only do about a hundred and fifty kilos.,I worked very hard on this for more than six months.,"I don't know, one day I'll eat pears.","I don't know, I'll get there one day.",2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's father had to travel to Munich on business.,Ella asked her father to take her with him.,He had never been to Germany and wanted to see it!,Her father agreed and took Ella on the trip with him.,not disappointed.,was not a wonderful time.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry's parents took him to his first film.,"Before they went in, they bought him some snacks.","In the theatre, they sat in the back row.",Henry enjoyed the whole film.,He didn't cry all the time and beg to go home.,did not thank his parents for not taking him to the cinema.,2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim loved swimming with tuna in the deep ocean.,I would never hurt them or try to catch them.,One day a fishing boat arrived at Tuna's home.,The next day Tim tried to dive with tuna.,I couldn't find a tune.,I was not looking for a melody.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel took a girl on a date.,They had a wonderful time.,"The next day, he called her for a second date.",He was worried that she would refuse.,hasn't traveled to Alaska in a while.,"to his relief, she did not.",2
59201852-aca6-4676-a477-b7c6e6707679,Lira was very excited to meet her favourite rapper.,Backstage passes were given after the concert.,He came backstage and introduced himself.,"She was horrified to find that the rapper was drunk, rude and sexist.",lyra did not become one of the rapper's partners.,lyra never listened to rap music again.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Caitlin broke one of her mum's best dishes while washing up.,Caitlin knew her mother would be angry.,He lied that his sister did it.,His sister was reprimanded.,caitlin felt no guilt and came out to his mother.,Caitlin's sister did not take her punishment fairly.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea was looking for a new pet.,She was thinking of adopting a dog.,"After visiting a local dog shelter, she decided to rescue a puppy.","After the paperwork was completed, Andrea took the dog home.",Andrea did not introduce the dog to her family.,Andrea would not give her dog to a stranger.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will and Anna dated for 12 years.,They went on a beach holiday together.,"Walking along the beach, Will decided to propose to her.",Anna said yes.,Will was not very upset because Ana said that .,eight months later they were not married.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie looked at the carousel.,He could not decide which animal to ride.,There was a pink horse or a blue bunny.,That's why he sat on it twice.,"every time he wasn't riding with another animal, which made him unhappy.",Both times Ellie didn't cry because she didn't want to miss the trip.,1
758bfe67-dfe7-4908-93fa-d5825f703f96,I played football with my friends.,We have taken up our position.,"When the game started, they attacked me.",I hurt my knee and screamed.,my friends didn't stop playing to help me get off the pitch.,I didn't come back to finish the game.,1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Today I had a visit from my rehabilitation therapist.,You should do a quick workout.,We started with exercises for the lower body.,"When I did push-ups, he tried to do more push-ups than I did.",My rehabilitation therapist is not motivating.,my rehabilitation therapist is not a narcissist.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,I bought my girlfriend a new pair of gloves for Christmas.,They are made of leather and look good.,He liked them and tried them out.,"Unfortunately, they did not fit.",my girlfriend has not yet finished her studies in soil management.,I didn't take them back to the shop to ask for a different size.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina lost her bag in a restaurant.,He was so unhappy!,He thought he would never get his things back.,And then a wonderful surprise awaited Mina.,it wasn't a stranger who stole your bag.,the stranger could not find his bag and took it back to the restaurant.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete gets a new job at a software company.,It was Pete's dream job his whole life.,Pete wrote down all his good ideas and kept showing them to his boss.,Pete was soon promoted to Deputy Director.,He never left his job and never looked back.,"a year later, no further progress has been made.",2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,I haven't seen my girlfriend for a while.,"You have a new job, so it's hard to talk.",Work takes up all his time.,"Finally, he called me to say goodbye.","I wasn't happy that I hadn't heard from him, so we didn't break up.","I wasn't happy about it, even though we hadn't planned anything.",2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina wanted to be alone and cry.,"At school, he could only do this in the toilet.",But the people were in the bathroom.,He stood with his hand on the door and felt tears stinging his eyes.,he couldn't help but burst out laughing.,not trying to be as quiet as possible while not crying.,2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina was watering the garden.,"When her brother walked past, he sprinkled water on her.",He ran around laughing and shouting.,He was joined by his brothers and another brother.,Gina was not sad.,gina did not fare well.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agata has always wanted a pet bird.,So one day he bought two parsley plants.,Soon he could no longer bear their constant noise.,Even worse was their constant mess.,agatha has not decided to buy two more.,Agatha has not decided to return them.,2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,The boys wanted to go to the cinema.,"They knew that if they asked, they could not leave without doing their chores.",They did all the work.,They asked if they could go to the cinema.,their parents didn't tell them to do their chores first.,their parents didn't say yes and they didn't go to the cinema.,2
20165765-4bc3-4a45-9c22-44ff8fd303c5,I noticed that my hair is getting too long.,"I tried to cut myself, but I couldn't.",I put on my shoes and took my keys.,I went to the hairdresser to get my hair cut.,did not do a good job.,didn't tell me to cut myself.,1
3ea721b1-70dd-4222-b25d-4273e80ae312,Sandra couldn't believe she had finally arrived in Hollywood.,She started auditioning to realise her dream of becoming a star.,"When that didn't work out, she had to work as a waitress to survive.",He soon discovered that one of his regulars was a talent scout.,Sandra did not tell the agent to leave her alone.,so he didn't hang out with the agent.,2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally wanted to surprise the office with a cake.,Sally thought she could make them laugh with a cake.,She went to the supermarket to buy a cake.,"In the office, he gathered the staff around a conference table.",and then he didn't bring the cake and everyone didn't feel any better.,didn't tell them he didn't have any cake.,1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah has taught herself algebra.,"After a few weeks, however, there was no significant improvement.",He realised that he had not set himself any goals.,So every day he set himself a goal.,soon sarah did not begin to improve in algebra.,Sarah has not given up on learning algebra.,1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Lewy loved tractors.,One day he decided to make one.,The parts were taken to the scrap yard.,He then took them home.,lewy did not decide to throw away all the worthless parts of the tractor.,did not build his own tractor.,2
ed594d9e-4c0f-4110-be41-95859a167e16,"When Bill was younger, he could not afford to study.",Now an old man who dreams of getting a degree.,"At the age of 70, he has finally achieved his dream.",Everyone was very proud of him.,Bill was not very proud.,Bill is not ashamed of himself.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,Dan saw a dog shivering in the rain and thought he was lost.,"The dog was friendly enough, and Dan could take him home.",The animal had no tags or collar and appeared to be malnourished.,Daniel put up signs in the neighbourhood and asked the neighbours.,no owner was found for the dog during the day.,he did not give up and let the dog back into the wild.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,The teacher was walking around with a stack of papers.,It started to rain outside.,"When the teacher tried to climb the stairs, she fell.",The papers flew out of his hand and landed on the floor.,A passerby did not help him stand up to collect his papers.,"the teacher did not get up and go home, leaving the papers behind.",1
a4649658-7420-442a-8b13-336f991a2e0c,The Bradley family decided to go camping.,They packed me into the car for the two-hour journey.,"When they arrived, it was almost dark and the weather was becoming stormy.","When the rain stopped, they set up the tent and lit a fire.",The Bradleys didn't have much camping then.,The Bradleys did not turn back and drove home.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don and his wife went to the video store.,"After half an hour, they could not decide which film to watch.",Don asked the shop owner to choose a film for them.,The owner chose a popular romantic comedy starring Katherine Heigl.,Don and his wife didn't give up and went home.,Don and his wife did not receive the film.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy got drunk and went to get a tattoo.,He decided to get a tattoo on his forehead.,The next day Missy was horrified by what she had done.,Missy raised money to pay for the tattoo removal procedure.,Missy did not get another tattoo on her face.,"even after all the money spent, the tattoo hasn't disappeared.",2
ad95df27-042e-492f-8762-8ba1de02b471,Jon was always in worse shape.,Jon decided to lose weight.,He started eating better and exercising.,Jon kept going and started to feel the results.,Jon was not happy when he saw the results of his weight loss.,John didn't have burgers and fries for dinner.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,The high school football team makes the playoffs.,The team was enthusiastic and the city was supportive.,The door was decorated.,Companies closed down early.,the home stands were not full at the start of the match.,No one in town was interested in the games.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,Earl gets up early to make coffee.,He wanted to be awake at work that day.,The smell woke up all his flatmates.,They also wanted to make coffee.,not all his roommates made coffee.,not all your roommates got sick from coffee.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie has a dog.,He takes his dog for a walk.,They go to the park and play.,"When they get home, Maggie feeds her dog.",Maggie and her dog are not the best of friends.,Maggie hates spending time with her smelly dog.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella was trying to choose her prom dress.,He could not decide!,So he asked his friend for his opinion.,She said she looked beautiful in every outfit she chose!,Ella was not angry because her friend was not so critical.,He didn't realise that it didn't really matter what he chose.,2
d0797834-8c42-44cd-8d2c-3fee56b84e28,Ben decided to improve his fitness in 2016.,He planned to train at least four times a week.,Ben decided to wait until next Monday to start training.,Monday passed and Ben still hadn't started his training plan.,Ben never runs or trains.,Ben does not go to the gym every day.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,Teddy G is a teddy bear with a box.,He talks nonsense to you.,"When we were young, I bought it for my wife.",He gave it to our daughter when she was three.,our daughter was not very grateful for the gift.,our daughter did not feel depressed.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris had a lot of chicken.,He collected eggs from them every day.,He took the eggs to the farmers' market.,Everyone loved Chris's eggs and paid a lot of money for them.,Chris did not open a business and become successful.,Chris could not sell eggs.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,My daughter celebrated her sixth birthday.,We decided to throw a party for him and his friends in the art studio.,All his friends came and waited for instructions.,All friends listened to the instructions on how to draw their picture.,"after listening, the children did not make beautiful works.",children had not yet started to write their own songs.,1
ef111a9f-243a-422d-b95a-a367fac80162,My mother went to the store last night.,He stopped at a traffic light and some guys ran up to his door.,They put a gun to his head and told him to get out of the car.,They took it and left.,Mom didn't hit Chief Brody for not closing the beaches.,my mother will never shop in this store at night again.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal kept playing his game.,He couldn't beat level 9 for the world!,Then his cousin came and offered to help him.,The two boys played side by side.,did not spend the afternoon reading books together.,Sal didn't get to the next level with the help of his cousin.,2
