"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,"On Friday, there was a basketball game.",My friends and I would like to see it.,We got together and got some money to buy snacks.,We went out into the courtyard and sat down.,We didn't decide to leave when we sat down.,We don't have courtside seats.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,Anna wants ivy to climb the walls of her house.,She found it strange and fascinating.,She found small ivy and planted it.,Soon they were climbing up the walls of her house.,It wasn't just what she wanted.,She is not very allergic to poison ivy.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,My goal is to do over 200kg on the push-up machine.,"In my gym, this is the heaviest weight on this machine.",Now I can only do about a hundred and fifty kilos.,I have been working on this for over six months.,"I don't know, one day I'll eat a pear.","I don't know, one day I'll get there.",2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's father is going to Munich on a business trip.,Ella asked her father to take her with him.,She had never been to Germany and wanted to see it!,Her father agreed and took Ella along on the trip.,She was not disappointed.,Haven't had a good time yet.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry's parents took him to see his first film.,"Before going in, they bought him some snacks.","In the theatre, they sit in the back row of seats.",Henry enjoyed the whole film.,He didn't keep crying and begging to go home.,No thanks to his parents for not taking him to the cinema.,2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim loves swimming with tuna in the deep sea.,I would never hurt them or try to catch them.,"One day, a fishing boat came to the home of the tuna.","The next day, Tim tried diving with the tuna.",Can't find the tune.,It's not about finding a tune.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel takes a girl on a date.,They had a wonderful time.,"The next day, he called her and asked for a second date.",He was worried that she would refuse.,It has been a while since I have travelled to Alaska.,"To his relief, she didn't.",2
59201852-aca6-4676-a477-b7c6e6707679,Leila was very excited to meet her favourite rapper.,"After the concert, she had backstage passes.",She came backstage and introduced herself.,"She was horrified to discover that the rapper was drunk, rude and sexist.",lyra did not become one of the rapper's companions.,lyra never listened to rap music again.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Caitlin broke one of her mother's best plates while washing up.,Caitlin knew her mother would be angry.,She lied and said her sister had done it.,Her sister was reprimanded.,Caitlin did not feel guilty about coming out to her mother.,Caitlin's sister did not receive her punishment fairly.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea is looking for a new pet.,She would like to adopt a dog.,"After visiting a local dog shelter, she decided to rescue a puppy.","After the formalities were completed, Andrea took the dog home.",Andrea did not introduce the dog to her family.,Andrea did not give her dog to a stranger.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will and Anna dated for 12 years.,They went on a beach holiday together.,"While walking on the beach, Will decided to ask her to marry him.",Anna said yes.,Will wasn't very angry because Anna said...... .,"Eight months later, they were not married.",2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie looked at the carousel.,She couldn't decide which animal to ride.,It contains a pink horse or a blue rabbit.,That's why she sat through it twice.,It upset her every time she didn't ride with the other animals.,Ellie didn't cry either time because she didn't want to be left out.,1
758bfe67-dfe7-4908-93fa-d5825f703f96,I play football with my friends.,We take our places.,"When the game started, they started on me.",I hurt my knee and screamed.,My friends didn't stop playing to help me get off the pitch.,I didn't come back to finish the game.,1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,My rehab therapist came to see me today.,You should do a quick workout.,We start with the lower body exercises.,"When I do push-ups, he wants to do more push-ups than I do.",My rehab therapist is not inspirational.,My rehab therapist is not a narcissist.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,I bought my girlfriend new gloves for Christmas.,They are leather and look great.,She liked them and tried them out.,"Unfortunately, they don't fit.",My girlfriend has not yet completed her research in soil management.,I didn't take it back to the shop to buy another size.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina lost her handbag in a restaurant.,She was very unhappy!,She thought she would never get her things back.,Then a wonderful surprise awaited Mina.,The stranger did not steal her handbag.,The stranger did not find her bag and returned it to the restaurant.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete has found a new job at a software company.,This has been Pete's dream job all his life.,Pete writes down all his good ideas and keeps showing them to his boss.,Pete was soon promoted to assistant manager.,He never left his job and never looked back.,"A year later, he has made no further progress.",2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,I haven't seen my girlfriend in a while.,"She got a new job, so it was hard to talk about it.",Work takes up all her time.,"Finally, she called me to say goodbye.","I wasn't happy not to hear from her, so we didn't break up.",I wasn't happy to see her and we didn't plan anything.,2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina wanted to be left alone to cry.,The only place she could do that at school was in the toilets.,But people are in the bathroom.,"She stood with her hand on the door, feeling the tears sting her eyes.",She couldn't help but laugh out loud.,"When not crying, not trying to be as quiet as possible.",2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina is watering the garden.,"As her brother walks by, she sprinkles water on him.",He ran around laughing and shouting.,She was joined by her sister and another brother.,Gina wasn't sad.,Gina did not perform well.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agata has always wanted a pet bird.,"So one day, she bought two pet parsley plants.","Soon, she could no longer stand their constant bickering.",What's worse is that they keep messing up.,agatha has not yet decided to buy two more.,The agatha has not yet decided to return them.,2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,The boys wanted to go to the cinema.,"They know that if they ask, they can't leave without doing their chores.",They did all the work.,They asked if they could go to the cinema.,Their parents did not say they had to do the chores first.,"Their parents did not say ""yes"" and did not go to the cinema.",2
20165765-4bc3-4a45-9c22-44ff8fd303c5,I noticed that my hair was becoming too long.,"I wanted to cut it out myself, but I couldn't do it.",I put on my shoes and grabbed my keys.,I went to the hairdresser to get my hair cut.,It's not ready yet.,He didn't tell me to cut it myself.,1
3ea721b1-70dd-4222-b25d-4273e80ae312,Sandra couldn't believe that she had finally arrived in Hollywood.,She began auditioning for roles in order to realise her dream of becoming a star.,"When she could not, she had to find a job as a waitress to make ends meet.",She soon discovered that one of her regulars was a talent agent.,Sandra didn't let the agents leave her alone.,"So, she didn't hang out with the agent.",2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally is going to surprise the office with a cake.,Sally thought she could make them laugh with the cake.,She went to the supermarket to buy a cake.,"In her office, she gathered her staff around a conference table.",Then she didn't bring the cake and everyone didn't feel good.,She didn't tell them she didn't have any cake.,1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah taught herself algebra.,"However, after a few weeks, there was no significant improvement.",She realised she hadn't set any goals for herself.,"So, she set herself a goal every day.",Soon Sarah did not start improving the algebra.,Sarah has not given up learning algebra.,1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Looe loves tractors.,"One day, he decided to make one.",It went to the scrap heap looking for parts.,He then took them home.,lewy did not decide to throw away all the worthless parts of the tractor.,Not yet building its own tractors.,2
ed594d9e-4c0f-4110-be41-95859a167e16,"When Bill was young, he couldn't afford to study.","Now, he is an old man who dreams of getting his degree.","At the age of 70, he finally realised his dream.",Everyone is proud of him.,Bill is not very proud.,Bill is not ashamed.,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,Dan saw a dog shivering in the rain and thought he was lost.,The dog was very friendly and Dan was able to take him home.,The animal had no tags or collar and appeared to be malnourished.,Daniel put up signs around the block and asked neighbours.,He was unable to find an owner for the dog that day.,He did not give up and released the dog back into the wild.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,The teacher walks around with a pile of paper.,It's starting to rain outside.,"When the teacher tried to climb some stairs, she fell down.",The document flew out of her hands and landed on the floor.,A passer-by did not help her get up to collect the paper.,"The teacher did not get up and go home, leaving the papers behind.",1
a4649658-7420-442a-8b13-336f991a2e0c,The Bradleys decided to go camping.,They packed up the car and made the two-hour journey.,By the time they arrived it was almost dark and a storm was beginning.,"When the rain stopped, they set up their tents and built a fire.",The Bradleys did not have a pleasant camping trip at the time.,"Without turning around, the Bradleys drove home.",1
a5af376d-4177-4abd-b85d-3645e120fce5,Don and his wife drove to the video rental shop.,"After half an hour, they couldn't decide which film to watch.",Mr. Tang asked the shop owner to choose a film for them.,The owner has chosen a popular romantic comedy starring Katherine Heigl.,Mr. Tang and his wife did not give up and went home.,Don and his wife did not get the film.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy drank too much and went for a tattoo.,She decided to get a tattoo on her forehead.,"The next day, Missy was horrified by what she had done.",Missy has raised the money to pay for the tattoo removal surgery.,Missy didn't get another tattoo on her cheek.,"After spending a lot of money, the tattoo hasn't gone away.",2
ad95df27-042e-492f-8762-8ba1de02b471,Jon's form has been rather poor.,Jon decided to lose weight.,He started eating better and exercising.,"Jon continued, beginning to feel the results.",Jon was not happy to see the results of his weight loss.,John didn't have a hamburger and fries for dinner.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,The high school football team qualified for the playoffs.,The team is very enthusiastic and the city is very supportive.,The door is decorated.,These companies are closing early.,The home team's stand was not full at the start of the game.,No one in the city cared to take part in the competition.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,Earl gets up early to make coffee.,He wanted to be awake at work that day.,The smell woke up his roommates.,They also want to make coffee.,Not all roommates can make coffee.,Not all of our roommates got sick from drinking coffee.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie has a dog.,She takes her dog for a walk.,They went to the park to play.,"When they got home, Maggie fed the dog.",Maggie and her dog are not the best of friends.,Margie hates spending time with her stinky dog.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella is trying to choose her prom dress.,She couldn't decide!,So she asked her boyfriend for his opinion.,He said every dress she chose was beautiful!,Ella wasn't angry because her boyfriend wasn't that fussy.,She didn't realise that it really didn't matter what she chose to wear.,2
d0797834-8c42-44cd-8d2c-3fee56b84e28,Ben decided to improve his fitness in 2016.,He plans to work out at least four times a week.,Ben decided to wait until the following Monday to start training again.,Monday passed and Ben hadn't started his workout program.,Ben never started or exercised.,Ben doesn't go to the gym every day.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,Teddy G is a teddy bear with a box.,What he told you was bullshit.,I bought it for my wife when we were younger.,She gave our daughter to us when she was three years old.,Our daughter was not very grateful for this gift.,Our daughter is not frustrated.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris has a lot of chickens.,He collected eggs from them every day.,He took the eggs to the farmers' market.,Everyone loved Chris's eggs and paid a lot of money for them.,Chris didn't go on to start a company and become successful.,Chris cannot sell any eggs.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,My daughter celebrated her sixth birthday.,We decided to hold a party for her and her friends at the art studio.,All her friends came and waited for instructions.,Each friend listened to the instructions on how to draw.,"After hearing this, the children did not make beautiful works of art.",That was before the kids started writing their own songs.,1
ef111a9f-243a-422d-b95a-a367fac80162,My mother drove to the grocery shop last night.,She stopped at the traffic lights and several people ran to her door.,They put a gun to her head and told her to get out of the car.,They took it and went on their way.,Mum didn't hit Chief Brodie for not closing the beach.,My mum will never shop at this shop in the evening again.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal has been playing his game.,He can't beat a level 9 world!,Then his cousin came and offered to help him.,Two boys side by side.,They did not spend the afternoon reading books together.,"In the end, Sal didn't make it to the next level with the help of his cousin.",2
