"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
5b2f7f43-ce2f-4405-9576-21ef0ae67612,Aaronovo dekle ga je povabilo na večerjo.,"Rekel je, da bo pripravil svojo najljubšo jed, piščanca alfredo.","Aaron je bil zelo navdušen, da je hotela kuhati, vendar je sovražil alfredo.","Verjetno je zamešala besede, ko ji je povedal, da mu je najmanj všeč.","Aaron ji ni predlagal, da bi ji pomagal pripraviti drug obrok.",Aaron se z njo ni razšel.,1
d9dde843-ee66-4dca-820a-c3d489ba586f,Oliver je bil živčen zaradi poroke.,"Skrbelo ga je, da bo med prisego jecljal.","Ko je prišel čas, je globoko vdihnil in začel govoriti.","Zajecljal je, a žena se je nasmehnila in ga objela, tako da je bil v redu.","Oliver se ni odločil, da se ne bo poročil.",Oliver ni bil tako hvaležen za ženino ljubezen.,2
705d7e4d-3b56-48dc-9dad-9b14eff97d95,Sara je izgubila mačko.,Bilo je tako žalostno!,Po vsem območju je postavil znake.,Potem se je zgodilo nekaj čudovitega.,Sara si ni zlomila noge.,nekdo ni našel svoje mačke.,2
a37be14a-7724-464c-8344-87624fafaa34,Kelly se je igral z novo igro Mario.,Z njim se je igral že več tednov.,"Tako dolgo je igral, ne da bi premagal stopnjo.",Končno je premagal zadnjo stopnjo.,Kelly zaradi tega ni bil jezen.,"Kelly ni bil vesel, da ga je končno premagal.",2
17cfe8c3-561d-4910-8644-0565deccbe79,Tim in Deb se dobivata že skoraj eno leto.,"Zadnji božič sta se spoznala na zabavi, ki sta se je udeležila.",Tim je danes zvečer pobral Deb na zmenek in jo peljal na imenitno večerjo.,Po sladici me je zaprosil za roko.,Deb ni rekla da na Timovo ponudbo za poroko.,"Deb Timu ni povedal, da ga zanimajo samo ženske.",1
87aa1560-0c24-4a6d-8507-6ae058e4422a,Moja sostanovalka je iz Nemčije.,Je zelo dober kuhar.,"Nekega dne mi je pripravil klobaso, kakršne je jedel doma v Nemčiji.","Povedal je, da je bila klobasa slabo pripravljena.",Žita se mi niso zdela okusna.,Vseeno mi niso bili všeč.,2
9cba37ea-cc3e-4775-b044-c3d3d4983d22,"Ko sem bil otrok, sem si zelo želel igrati šah.",Usedel sem se k svojemu dedku in on me je učil.,"Sprva je samo učil, vendar je to postala posebna stvar.","Ko sem postal starejši, sem z njim še naprej igral dama.",še danes ne sovražim kraljice.,Na kraljico nimam preveč lepih spominov.,2
a0769cd4-45a0-492c-a566-b14b9b17cba6,Ivy si je tako kot vsi njeni prijatelji želela mobilni telefon.,Denar je zbiral z dostavo časopisov.,Dovolj hitro za telefon.,Odšel je po nakupih in izbral popoln telefon.,Amy ni porabila vsega denarja za oblačila.,ni bil všeč njegov novi telefon.,2
40f3b904-81c7-4e92-b245-ff20840733a2,Dave je vstopil v trgovino z živili.,Tam je kupil svojo najljubšo energijsko pijačo.,Imel je dovolj denarja le za eno pločevinko.,"Prišel je na hodnik in se nasmehnil, kar je zagledal.",Dave ni kupil celega zabojčka.,niso bili naprodaj.,2
b00c883d-782a-428a-be8d-1749a200575f,Gina je sedela na dedkovi postelji in gledala ven.,Bila je zima in njegov vrt je bil do pomladi mrtev.,"Njegov dedek je umrl, zato zanj ne bo nihče skrbel.",Plevel bi se razrasel in zadušil cvetove.,"gina svojega dedka ni vprašala, katera roža mu je najbolj všeč.","gina se ni odločila, da bo šla nabirat plevel.",2
1d3e5ddd-76a9-401d-8c5c-a6f5f0bd7160,Ramona je bila v službi zelo nesrečna.,"Prosil je za povišanje, vendar je bil zavrnjen.","Zavrnitev ga je spodbudila, da je začel agresivno prebirati oglase za delo.",Našel je zanimivo novo priložnost in se dogovoril za razgovor.,mu ni bilo ponujeno novo delovno mesto z višjo plačo.,"Ramona ni imela razloga, da ne bi želela zamenjati službe.",1
34ddd737-0709-4fc7-b64b-6c43eaf9f48c,Želel sem kupiti igralno konzolo.,Vprašal sem starše in ti so mi dali idejo.,"Povedali so mi, da bom, če bom opravljala gospodinjska opravila, dobila denar za varčevanje.","Celo poletje sem vsak teden opravljal gospodinjska opravila, ne da bi me kdo prosil.",starši mi niso dali dovolj denarja za nakup konzole.,Ob koncu poletja staršem nisem vrnil denarja.,1
fc416bf8-23b2-41af-b4bf-ffc544321166,Felipe se že od otroštva zanima za Nemčijo.,O jeziku in kulturi se je učil iz knjig v knjižnici.,Sčasoma je šel na fakulteto in pristal v Berlinu.,"Felipe je oboževal nemško umetnost, hrano in pivo.",Felipe nikoli več ni želel iti v Nemčijo.,felipe v življenju ni nikoli več obiskal Nemčije.,2
d8079c78-7eda-4006-a7f5-993cc1456bcb,Miles je bil krovec.,Rad je opravljal svoje delo in bil pri tem zelo dober.,Nekega dne pa ni bil pozoren in je padel s strehe.,Na srečo si je zlomil le nogo.,miles ni vstal in odšel.,"miles se ni odločil, da mora biti bolj previden.",2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny je mislil, da je Anita tista prava, vendar se je motil.","Povabil jo je na zmenek, vendar je rekla, da se ne počuti dobro.","Johnny se je odločil, da bo šel v klub, kjer bo pil in poslušal glasbo.","Ob polnoči se je ozrl nazaj in videl Anito, kako pleše z drugim moškim.",Johnny ni želel ponovno povabiti Anite na zmenek.,Johnny Anite ni več povabil na zmenek.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,Oči so mu gorele od bolečine.,Želodec se ji je zganil in prevrnil.,Vaša pljuča so polna tekočine.,Po hodnikih njenega majhnega doma se je razlegal boleč kašelj.,"ni bil blizu smrti, zagotovo ni odšel pred koncem noči.","ni vstal in se odločil, da bo šel teči.",1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom se je pripravljal na veliki izpit.,Nato je od dolgčasa zaspal.,Spal je pet ur.,Zbudil se je v šoku.,"Tomu se ni mudilo, da bi se pred izpitom čim več učil.",Tom se ni počutil pripravljenega na test.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,Moji prijatelji so imeli kosilo in srečali smo se za mizo.,Ben je bil lačen in je kosilo končal prej kot drugi.,"Vrnil se je v jedilnico, da bi kupil več hrane.","To še ne pomeni, da je bil izumljen.","se ni odločil, da bo kupil več kosila, in se potem ni počutil slabo.","in potem ni nehal jesti, ker ni bil siten.",1
86178f58-f674-42bc-91f8-23038c98197a,"Jillin oče jo je odpeljal, da bi izbrala mucka.",V kletki sta bila dva.,Ničesar ni mogel pustiti za seboj.,Njegov oče se je strinjal.,Jill in njen oče nista vzela nobenega mačkona domov.,Jill in njen oče nista vzela obeh mačk domov.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Danes je bil moj prvi razredni izlet.,Moj razred je šel na igrišče na koncu šole.,"Številni učenci in učitelji so počivali na brisačah, razprostrtih po tleh.",Na voljo so bili tudi številni športi.,Tisti dan nisem lepo zagorela.,Nisem dobil udarca z nogometno žogo v obraz in imel podplutbe na očesu.,1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,"Pes se je ustavil pri ribniku, da bi se napil.",Svoj odsev je zamenjal za drugega psa.,Željan boja je skočil v vodo.,"Ni presenetljivo, da se je njegov nasprotnik izkazal za izmuzljivega.",pes ni tekel domov z repom med nogami.,ga drugi pes ni ujel in mu ugriznil v uho.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Peter je hotel hčerki pokazati svojo najljubšo božično pesem.,Predvajala mu je videoposnetek pesmi.,Nato ji je dal poslušati zvočni posnetek.,"Pred kratkim se je odločil, da bo pesem zapel zanjo.",Peter ni sovražil božiča.,Petrova hči ni uživala v glasbi.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao je bil navdušen vrtnar.,"Na dvorišču je imel velik vrt, ki ga je oboževal.","Odločil se je, da bo svojo zelenjavo vzel in jo ponudil na lokalni tržnici.","Zanimalo ga je, kakšni bodo rezultati.",yao ga ne uvrstite v dve kategoriji.,"sodniki ne bi pojedli yaove zelenjave, ne da bi ga nagradili.",1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary je rada skakala po vrvi.,To je počel ves čas.,Zaradi tega je v dobri kondiciji.,Vedno je imel energijo.,"Mary ni izgubila službe, ker ji je primanjkovalo vzdržljivosti.","Marija ni bila zadovoljna, da se je naučila skakati po vrvi.",2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,S prijatelji sem bil v baru.,Zdaj sem bil na vrsti jaz.,Stopil sem do natakarja in ga prosil za 13 piv in šank.,Prosil me je za kartico in sprejel naročilo.,"mi ni rekel, naj grem v pekel.",ni izpolnil mojega naročila.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott je bil lačen.,"Odločila se je, da bo skuhala večerjo.",Kuhal je tacos.,"Naredil jih je dovolj, da jih je delil s prijateljem.","vašemu prijatelju niso bili všeč tacosi, ki jih je pripravil Scott.","prijatelj ni bil tako užaljen, da Scotta ne bi prosil, naj odide.",1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel se je želel preizkusiti v košarkarski ekipi.,Zelo trdo je vadil.,Na dan avdicije je bil zelo živčen.,Vaja se je obrestovala.,ni bil povabljen v ekipo.,ni igral grozno.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth in Carol sta šli na kitajsko hrano.,Po večerji je Beth odprla svoj piškotek sreče.,Beth se je veselila sreče do konca tedna.,Beth ga je med tednom poklicala in mu sporočila dobre novice.,Betinega psa ni povozil avto!,Beth ni zmagala na loteriji!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,"Sally je bila všeč gazirana voda, ki jo je kupila njena mama.",Eno je vzel iz hladilnika.,Z navdušenjem ga je odprl in poskusil.,"Sally ni vedela, da jih je brat pred njo vse pretresel.",voda ni bila zelo mirna.,voda ni eksplodirala.,2
e0644cca-3711-444f-ba22-22e701d18fa9,Nevesta in ženin sta se sprehodila do oltarja.,Sčasoma sta se poročila.,Poroka je bila v podeželskem klubu.,"Ko je nevesta vrgla šopek, ga je ujela njena najboljša prijateljica.",tvoj najboljši prijatelj ni bil jezen.,njegov najboljši prijatelj ni bil navdušen.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon hiti na sestanek.,Pobegne iz laboratorija in zunaj zdrsne na ledu.,"Ko vstane, opazi, da si je opraskal zapestje.",Komaj pridete pravočasno na sestanek.,"Gordona niso odpustili, ker je zamudil na sestanek.","gordon ne ' t obljubi, da bo naslednjič bolj previden.",2
cd4c6628-e2b1-4959-afaf-e3008821b177,Starejši gospe sta se pogovarjali med kosilom v parku.,Eden od njih je vzel košarico in postavil hrano na mizo.,"Z veseljem so se pogovarjali in jedli, dokler se niso začeli prepirati.",Eden od njiju je v drugega vrgel kos torte in se začel pretep s hrano.,policija ne bi smela prekiniti razprave.,"nista dopolnila, kako okusna je bila torta.",1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike je imel lepo dekle.,Nekega dne se je sprehajal po šolskem dvorišču.,Svoje dekle je videl z drugim moškim.,Drugi fant je bil njegov prijatelj Bob.,"Mike ni bil zadovoljen, ker se ni sprehajal po šolskem dvorišču.","Mike ni bil žalosten, ko je videl svoje dekle z nekom drugim.",2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara je včeraj izgubila psa.,Kiborult.,Kara je obupano iskala po vsem mestu.,Na koncu je psa našel na sosedovem vrtu.,"ni zahteval od sosedov, naj na svojih dvoriščih ne odlagajo pasje hrane.",Kara je kupila hišno mačko in jo pobarvala v rožnato.,1
1055bd28-9480-4e7e-8b5c-68575b03911b,Vsako leto se udeležimo žara ob bazenu pri moji teti.,"Nekega leta, ko je bila moja sestra še zelo majhna, je padla v bazen.","Ko je oče opazil, da ga ni, je stekel k bazenu.",Potopil se je in mojo sestro potegnil na površje.,"po tem, ko nas niso rešili, nismo bili vsi olajšani.",nismo mu dovolili plavati.,1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"Harpunar je zadel kita, ki se je obrnil in pobegnil.","Nekaj minut je bilo vse v redu, nato pa je kit izdal tihi zvok.",Linija se ni mogla dovolj hitro izplačati in nos je potonil globoko.,Čoln je zdrsnil pod valove in se ni več vrnil.,harpunar se ni potopil skupaj z ladjo.,harpunar ni prišel na deski za surfanje.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah je bila zelo lačna.,"Odšel je v kuhinjo, da bi se najedel, vendar je dobil le kruh.",Spekel je toast z maslom in marmelado.,"Ko je šel k mizi, je spustil toast.",Sara ni bila tako depresivna.,"Sarah ni bila zadovoljna, ker je spustila toast.",1
f82aee98-72da-4a92-b898-d4d362101498,Dan po božiču smo se iz Severne Karoline odpravili na Florido.,"Vožnja je bila dolga in komaj smo čakali, da pridemo tja.",Preživeli smo čas z družino in se odpravili v Disney World.,V Magic Kingdomu smo preživeli cel dan.,potem nismo šli domov in smo mirno spali.,potem nismo zapustili Six Flags in odšli domov.,1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole si je najbolj od vsega želela postati teta.,"Težava je bila v tem, da ni imel bratov ali sester.",Danes je Nicole prejela sporočilo od svojega bratranca Xiao.,Xiao in njen mož sta pričakovala dečka.,"ni mislila, da bo častna teta.","se ni odločil, da ne mara dojenčkov.",1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary in Emma sta se odpeljali na plažo.,"Odločila sta se, da bosta plavala v oceanu.",Mary se je obrnila k Emmi.,"Emma nam je povedala, naj bomo previdni pred valovi.",ocean ni bil tako miren kot kopalna kad.,Marije ni preplavil velik val.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,Jeff se je pravkar zaročil s svojim dekletom Ashley!,Zelo sta zadovoljna in takoj sta začela načrtovati poroko.,"V nekaj urah so ugotovili, kako drago bo vse skupaj stalo.","Jeff se je odločil, da bo delal s krajšim delovnim časom, da bi ga plačal.",Ashley prav tako ni dobila dela s krajšim delovnim časom.,Jeff tistega dne ni odnehal.,1
4989e550-64be-4b0e-a667-fee519fc2980,Josh je zgodaj vstal in se pripravil na načrtovani pohod.,"Po tuširanju je poskrbel, da je spakiral vso opremo.","Zapustil je hišo in odšel v park, kjer je nameraval iti na pohod.","Ker je bil dan še zgodaj, je Josh večinoma pustil pot pri miru.",Josh ni maral narave.,Josh se ni izogibal gibanja na prostem.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,V petek je bila košarkarska tekma.,S prijatelji smo si ga želeli ogledati.,Zbrali smo se in dobili nekaj denarja za malico.,Šla sva na polje in se usedla.,"ko smo se usedli, se nismo odločili, da bomo odšli.",nismo sedeli ob strani.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,"Ana je želela, da bi se po stenah njene hiše vzpenjal bršljan.",Zdelo se mu je čudno in čarobno.,Dobila je sadike bršljana in jih posadila.,Kmalu so začeli plezati po stenah njegovega doma.,"ni bilo samo to, kar si je želel.",ni bil zelo alergičen na strupeni bršljan.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,Moj cilj je preseči 200 kilogramov na napravi za sklece.,V moji telovadnici je to največja teža na tej napravi.,Trenutno lahko obvladam le približno sto petdeset kilogramov.,Na njej sem trdo delal več kot šest mesecev.,"Ne vem, nekega dne bom jedel hruške.","Ne vem, ali mi bo to nekoč uspelo.",2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ellin oče je moral na službeno potovanje v München.,"Ella je očeta prosila, naj jo vzame s seboj.",Nikoli ni bil v Nemčiji in želel si jo je ogledati!,Oče se je strinjal in Ello vzel s seboj na potovanje.,ni razočaran.,ni bil čudovit čas.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henryja sta starša peljala v njegov prvi kino.,"Preden so vstopili, so mu kupili nekaj prigrizkov.",V gledališču sta sedela v zadnji vrsti.,Henry je užival v celotnem filmu.,"ni nenehno jokal in prosil, da bi šel domov.","se ni zahvalil staršem, ker ga niso peljali v kino.",2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim je rad plaval s tunami v globokem oceanu.,Nikoli jih ne bi poškodoval ali poskušal ujeti.,Nekega dne je k domu tuna priplul ribiški čoln.,Naslednji dan se je Tim poskušal potopiti s tuno.,tuna ni bila najdena.,ni iskal tune.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel je peljal dekle na zmenek.,Imeli so se čudovito.,Naslednji dan jo je poklical na drugi zmenek.,"Skrbelo ga je, da bo zavrnila.",Že dolgo nismo bili na potovanju na Aljaski.,na njeno olajšanje dekle ni sprejelo.,2
59201852-aca6-4676-a477-b7c6e6707679,Lira je bila zelo navdušena nad srečanjem s svojim najljubšim raperjem.,Po koncertu je imel vstopnice v zakulisje.,Odšel je v zakulisje in se predstavil.,"Zgrožena je ugotovila, da je bil raper pijan, nesramen in seksističen.",lira ni postala ena od raperjevih cest.,nikoli več ne poslušajte glasbe raperjev.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Med pomivanjem posode je Caitlin razbila eno od maminih najboljših posod.,"Caitlin je vedela, da bo njena mati jezna.","Zlagal se je in rekel, da je to storila njegova sestra.",Njegova sestra je bila okarana.,caitlin ni čutil krivde in se je materi izpovedal.,Caitlinina sestra kazni ni sprejela pravično.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea je iskala novega hišnega ljubljenčka.,Razmišljal je o posvojitvi psa.,"Po obisku lokalnega pasjega zavetišča se je odločil, da bo rešil mladička.","Ko je bila dokumentacija urejena, je Andrea psa odpeljala domov.",andrea psa ni predstavila družini.,andrea psa ni dala tujcu.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will in Anna hodita že 12 let.,Skupaj sta odšla na počitnice na plažo.,"Will se je med sprehodom po plaži odločil, da jo bo zaprosil za roko.",Anna je rekla da.,"Willa ni preveč vznemirilo, da je Anna privolila.",osem mesecev pozneje nista bila poročena.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie je opazovala vrtiljak.,"Ni se mogel odločiti, katero žival naj jezdi.",V njem je bil rožnati konj ali modri zajček.,Zato je bil na njej dvakrat.,"vsakič, ko ne jezdi druge živali, je to ne osreči.","Ellie obakrat ni jokala, ker se ni želela voziti po cesti.",1
758bfe67-dfe7-4908-93fa-d5825f703f96,S prijatelji sem igral nogomet.,Pripravili smo svoj položaj.,"Ko se je igra začela, so me napadli.",Poškodoval sem si koleno in zakričal.,"moji prijatelji niso nehali igrati, da bi mi pomagali z igrišča.","Ne morem se vrniti, da bi dokončal igro.",1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Danes me je obiskal moj rehabilitacijski terapevt.,Šel je na hiter trening.,Začeli smo z vajami za spodnji del telesa.,"Ko sem naredil gubo, je poskušal narediti več gub kot jaz.",moj rehabilitacijski terapevt ni motivacijski.,moj rehabilitacijski terapevt ni narcis.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,Svojemu dekletu sem za božič kupil nov par rokavic.,Izdelani so iz usnja in so videti dobro.,Bili so mu všeč in jih je pomeril.,Na žalost se niso prilegali.,moje dekle ima več kot le diplomo iz upravljanja tal.,Nisem jih odnesel nazaj v trgovino in kupil druge velikosti.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina je v restavraciji izgubila torbo.,Bil je tako nesrečen!,"Mislil je, da svojih stvari ne bo nikoli dobil nazaj.",Nato pa je Mino čakalo čudovito presenečenje.,tujec ni ukradel vaše torbe.,tujec ni našel svoje torbe in jo je odnesel nazaj v restavracijo.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete je dobil novo službo v podjetju za programsko opremo.,To je bilo Petovo sanjsko delo vse življenje.,Pete si je vse svoje dobre ideje zapisoval in jih kazal šefu.,Pete je kmalu napredoval v namestnika direktorja.,Pete ni zapustil službe in se ni nikoli ozrl nazaj.,leto pozneje ni več napredoval.,2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,Svojega dekleta že nekaj časa nisem videl.,"Imate novo službo, zato se težko pogovarjate.",Delo mu vzame ves čas.,"Končno me je poklical, da se dobiva.","Nisem bila vesela, da ga ne slišim, zato se nisva razšla.",Nisem bila prav nič vesela tega in ničesar nismo načrtovali.,2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina je želela biti sama in jokati.,V šoli je to lahko počel le na stranišču.,Toda ljudje so bili v kopalnici.,"Stal je z roko na vratih in čutil, kako mu solze žgejo oči.","ni si mogel pomagati, da ne bi izbruhnil v smeh.","ni poskušala biti čim bolj tiho, medtem ko ni jokala.",2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina je zalivala vrt.,"Ko je šel mimo njen brat, jo je poškropil z vodo.","Tekel je, se smejal in kričal.",Pridružili so se mu njegovi bratje in še en brat.,Gina ni bila žalostna.,gina se ni dobro počutila.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agata si je vedno želela gojiti ptice.,Tako je nekega dne kupil dva hišna ptiča.,Kmalu ni mogel več prenašati njihovega nenehnega hrupa.,Še hujši pa je bil njun nenehni nered.,"Agata se ni odločila, da bi kupila še dve.","Agata se še ni odločila, da jih bo vrnila.",2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,Fantje so želeli iti v kino.,"Vedeli so, da ne bodo mogli oditi, če bodo prosili za odhod, ne da bi opravili svoja opravila.",Vsa opravila so opravljena.,"Vprašala sta, ali lahko gresta v kino.","jim starši niso rekli, naj najprej opravijo svoje obveznosti.",njihovi starši niso privolili in niso šli v kino.,2
20165765-4bc3-4a45-9c22-44ff8fd303c5,"Opazila sem, da so moji lasje predolgi.","Poskušal sem se porezati, vendar mi ni uspelo.",Obula sem si čevlje in vzela ključe.,"Šla sem k frizerju, da me postriže.",ni opravil dobrega dela.,"mi ni rekel, naj se porežem.",1
3ea721b1-70dd-4222-b25d-4273e80ae312,"Sandra ni mogla verjeti, da je končno prispela v Hollywood.","Začel se je udeleževati avdicij, da bi uresničil svoje sanje in postal zvezda.","Ker se stvari niso izšle, je morala delati kot natakarica, da je lahko preživela.","Kmalu je izvedel, da je bil eden od njegovih rednih obiskovalcev predstava talentov.","Sandra agentu ni rekla, naj jo pusti pri miru.",da se ne bi zapletel z agentom.,2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally je želela pisarno presenetiti s torto.,"Sally je menila, da bi jih lahko nasmejala s torto.",Odšel je v supermarket po torto.,V pisarni je zbral osebje za konferenčno mizo.,ni prinesel torte in vsi se niso počutili nič bolje.,"jim ni povedal, da nima torte.",1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah se je sama učila algebro.,Po nekaj tednih se stanje ni veliko izboljšalo.,"Ugotovil je, da si ni zastavil nobenih ciljev.",Zato si je vsak dan zastavil poseben cilj.,kmalu Sarah ne ' t začne izboljševati algebro.,Sarah ni opustila učenja algebre.,1
