"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
3f076ec0-6985-418d-bb75-45b437aceca0,Ali spends $20 a day on pickles.,He decided to do it himself to save money.,The kimchi is soaked in brine.,Ali waited two weeks for the pickles to turn sour.,ari opened the jar to reveal a not-so-perfect pickle.,ari's kimchi is not sweet.,1
b5bc0ca6-03b0-43c0-8114-20186b5f783b,Trudy wants to write novels for a living.,She has written a piece in the traditional published style.,This was enough to cover the advance she received.,She wrote another article by way of self-publication.,Trudy had no idea that self-publishing would become more lucrative.,"Instead of calling his sister, Trudey invited her over for dinner.",1
43ff94c9-d83c-4ac5-bb44-d91f808c1e61,Feliciano and his grandmother go olive picking together.,"During the picking process, she told him the story of her ancestors.","The next thing I knew, the sun was setting.",I took those olives home and we ate them together.,After that they never went out to pick olives again.,Feliciano was not happy with his big day.,2
5b2f7f43-ce2f-4405-9576-21ef0ae67612,Aaron's girlfriend invited me over for dinner.,"She told him that she was making his favourite dish, Chicken Alfredo.","Aaron was excited that she wanted to cook, but he didn't like Alfred.","She must have misunderstood what he meant when he said ""the thing I hate most"".",Aaron did not offer to help her cook another meal.,Aaron did not break up with her.,1
d9dde843-ee66-4dca-820a-c3d489ba586f,Oliver was nervous about his wedding.,I was worried that he would stammer during the oath.,"When the time came, he took a deep breath and began to speak.","I stammered, but it didn't matter, because my wife laughed and hugged me.",Oliver did not decide not to get married.,Oliver was not so grateful for his wife's love.,2
705d7e4d-3b56-48dc-9dad-9b14eff97d95,Sarah has lost her cat.,She was very sad.,I put up signs all over the neighborhood.,Then something wonderful happened.,Sarah did not break her leg.,Someone couldn't find her cat.,2
a37be14a-7724-464c-8344-87624fafaa34,Kelly is playing a new Mario game.,She has been playing for a few weeks now.,She played for a long time without getting past the level.,"At last, I finished the last level.",Kelly wasn't angry about it.,Kelly ended up playing with a lot of joy.,2
17cfe8c3-561d-4910-8644-0565deccbe79,Tim and Deb have been dating for a year.,They met at a party I attended last Christmas.,Tim invited Deb to be his date for the evening and took her out for a fancy dinner.,"After dessert, he asked her to marry him.",Deb did not agree to Tim's offer.,deb didn't tell Tim that he was only interested in women.,1
87aa1560-0c24-4a6d-8507-6ae058e4422a,My roommate is German,He is a very good cook.,One day he made me a sausage that he used to eat in his old home in Germany.,He didn't make a good sausage.,I didn't find the cereal tasty.,I don't love them anyway.,2
9cba37ea-cc3e-4775-b044-c3d3d4983d22,"When I was a kid, I wanted to play checkers.",I sat with my grandfather and he taught me.,"At first I was just being taught, but then it became something special.",He and I continued to play checkers when I was growing up.,I still don't mind playing checkers.,I don't have a very good memory for checkers.,2
a0769cd4-45a0-492c-a566-b14b9b17cba6,"Ivy, like her friends, wanted a mobile phone.",He saves money by delivering newspapers.,My phone minutes are about to run out.,She went shopping and chose the perfect phone.,Amy doesn't spend all her money on clothes.,She doesn't like her new phone.,2
40f3b904-81c7-4e92-b245-ff20840733a2,Dave walked into the grocery shop.,He went there to buy his favourite energy drink.,I only have enough money to buy one can.,"As he walked down the aisle, what he saw made him smile.",DAVE did not buy the whole box.,It has not been sold.,2
b00c883d-782a-428a-be8d-1749a200575f,Gina sat on her grandfather's bed and looked out.,It was winter and his garden was dead until spring.,Her grandfather had died so there was no one to look after her.,Weeds get the upper hand and choke the flowers.,GINA did not ask her grandfather what kind of flowers he liked.,GINA doesn't want to go out and pick weeds.,2
1d3e5ddd-76a9-401d-8c5c-a6f5f0bd7160,Ramona is unhappy with her job.,She asked for a pay rise but was refused.,"After being rejected, I decided to take the initiative and look at the job advertisements.",She found an interesting new possibility and arranged an interview.,She was not offered a new job with a higher salary.,There is no reason why Ramona should not want to change jobs.,1
34ddd737-0709-4fc7-b64b-6c43eaf9f48c,I would like to buy a game console.,"After discussing it with my parents, I had an idea.","He said that if you do the housework, you will save money.",I spent the summer doing chores every week and no one asked me to do them.,My parents didn't give me enough money to buy a game console.,"At the end of the summer, I didn't give the money back to my parents.",1
fc416bf8-23b2-41af-b4bf-ffc544321166,Felipe has had an interest in Germany since he was a child.,I learnt about the language and culture by reading books in the library.,"As a university student, I was finally able to visit Berlin.","Felipe loves German art, food and beer.",Felipe doesn't want to go to Germany anymore.,Felipe never visited Germany again in his life.,2
d8079c78-7eda-4006-a7f5-993cc1456bcb,Myers is a roofer.,He loves his job and is very good at it.,"But one day, without looking, he fell off the roof.","Fortunately, I only broke my leg.",Miles didn't get up and walk away.,Miles didn't realise that he had to be more careful.,2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny thought Anita was the perfect woman for him, but he was wrong.","He asked her out, but she said she wasn't feeling well.",Johnny decided to go to the club just to drink and listen to music.,"Late at night, I turned around to see Anita dancing with another man.",Johnny doesn't want to ask Anita out again.,Johnny didn't ask Anita out again.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,His eyes burned with pain.,My stomach was churning and aching.,His lungs were filled with fluid.,A painful coughing sound rang out from the small house.,I am sure he will not die and leave before nightfall.,He didn't decide to get up and go for a jog.,1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom is studying for a big test.,Then he fell asleep out of boredom.,He had been asleep for five hours.,He woke up with a start.,Tom is not in a hurry and tries to study as much as possible before the exam.,Tom is not ready to take the test.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,Our friends had lunch and met at our table.,"Ben was hungry, so he finished his lunch before anyone else.",He went back to the lunch queue to get more food.,But that doesn't mean I lift him up.,I didn't feel bad about it because I didn't want to buy more lunch.,"And even when he was full, he didn't stop eating.",1
86178f58-f674-42bc-91f8-23038c98197a,Jill's dad took us to pick out the kittens.,There are two people in the cage.,I can't leave any of them behind.,Her father agrees with me.,Jill and her father never brought any kittens home.,Jill and her dad didn't take the two kittens home with them.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Today was a field trip for first graders.,Our class went to the field behind the school.,Many students and teachers were resting on towels placed on the floor.,Many sports were also played.,I didn't get a very clean tan that day.,I didn't get hit in the face with a football and I didn't have a black eye.,1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,One of the dogs was drinking at the pond.,He mistook his appearance for that of another dog.,He dived into the water with a fighting spirit.,"Naturally, rivals are hard to come by.",The dog didn't go home with his tail between his legs.,The other dog couldn't beat him and didn't bite his ear.,1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Peter wanted to show his daughter some of his favourite Christmas songs.,I played her the video of that song.,"Next, they played us background music.",Last time I decided to sing to her... ...,Peter doesn't hate Christmas.,PETER's daughter does not like music.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao is an avid gardener.,We have a large garden in the backyard which we love.,He decided to take his vegetables to the local market to showcase them.,I waited in anticipation for the outcome.,Yao failed to place in two categories.,The judges rewarded Yao for not eating his vegetables.,1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary loves to jump rope.,She has been doing this for a long time.,This keeps her in good shape.,She was always so energetic.,MARY didn't lose her job because she didn't have the stamina.,Mary is not happy that she has learned to jump rope.,2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,I was in a bar with some friends.,It was my turn to buy a round.,I walked up to the bartender and asked for 13 beers and a glass of wine.,He asked for my card and took my order.,He didn't tell me to go to hell.,He did not complete my order.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott was hungry.,He decided to make dinner.,He made tortillas.,I made enough to share with friends.,His friends didn't like the tacos Scott made for them.,"His friend wasn't that angry, so he didn't ask Scott to leave.",1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel said he wanted to try out for the basketball team.,They practice hard.,"On the day of the tryout, he was very nervous.",This approach has paid off.,He was not invited to join the team.,He didn't play well.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth and Carol went out for Chinese food.,"After dinner, Beth opened a fortune biscuit.",Beth is hoping for better luck for the rest of the week.,Beth called her earlier in the week to tell her the good news.,Beth's dog was not hit by a car!,Seth did not win the lottery.,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,Sally loves the sparkling water her mum buys her.,She took one from the fridge.,She is looking forward to opening it and tasting it.,Sally didn't know that her brother had dumped them all beforehand.,The water is not very quiet.,The water did not explode.,2
e0644cca-3711-444f-ba22-22e701d18fa9,The bride and groom walk down the aisle.,They finally managed to get married.,The wedding took place at the Country Club.,The bride threw the bouquet and her best friend caught it.,Her best friend wasn't angry.,My best friend is not happy.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon was anxious to get to the meeting.,He ran out of the lab and slipped on the ice outside.,"When I got up, I found that I had scratched my wrist.",He rarely made it to meetings on time.,Gordon will not be fired for not being late for a meeting.,"Gordon didn't swear, ""I'll be more careful next time.",2
cd4c6628-e2b1-4959-afaf-e3008821b177,Two old ladies chatting over lunch in the park.,One of the men brought a basket and set the food on the table.,"They chatted and ate happily, but then they started to argue.",One of them threw the cake at the other and a food fight began.,"Even if the police had not come, they would not have been able to intervene in the altercation.",We didn't even compliment each other on how good the cake was.,1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike has a beautiful girlfriend.,One day he was walking in the school yard.,He saw his girlfriend with another man.,The other was his friend Bob.,MIKE was not happy that he was not walking on the school playground.,MIKE wasn't upset to see his girlfriend with another guy.,2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Carla lost her dog yesterday.,She panicked.,Carla frantically searched the city.,"Eventually, she found the dog in a neighbour's yard.",KARA did not ask the neighbours to leave their dog food in the yard.,KARA did not buy a pet cat and dyed it pink.,1
1055bd28-9480-4e7e-8b5c-68575b03911b,Every year we attend a poolside barbecue at my aunt's house.,"One year, when my sister was very young, she fell into a swimming pool.","When my father realised she was gone, he immediately ran into the pool.",He dived into the water and fished his sister out of the water.,Just because I can't help it doesn't mean I'm relieved.,"After that, we didn't let her swim.",1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"When the harpoon hits the whale, it lashes out and escapes.","After a few minutes, everything was normal, but the whale made a deep sound.",The line was not paid out in time and the bow sank deep.,The boat slipped beneath the waves and never returned.,The harpooner did not go down with the ship.,The harpooner is not present on the board.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah was hungry.,"He went to the kitchen to eat, but there was only bread.",She made me a slice of toast with butter and jam.,"As she walked to the table, she put down her toast.",Sarah wasn't that depressed.,SARAHAH was not happy that she dropped the toast.,1
f82aee98-72da-4a92-b898-d4d362101498,We left North Carolina the day after Christmas and headed to Florida.,"After a long drive, I couldn't wait to get there.",I got together with my family and went to Disneyland.,We spent the whole day in the Magic Kingdom.,From then on we never went home and we slept quietly.,"After that, we didn't leave Six Flags, we went home.",1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,Nicole would prefer to be an aunt.,The problem is that she doesn't have any siblings.,"Today, Nicole received a note from her cousin Xiao.",Xiao had a boy with her husband.,She didn't expect to be an honorary aunt.,I didn't decide that I didn't like children.,1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary and Emma drove to the beach.,They decided to go swimming in the sea.,Mary tries to talk to Emma.,"Emma said, ""Watch out for the waves.",The sea is not as calm as the bathtub.,"Even with the big waves, Mary didn't fall off.",2
cef2eb7e-2792-46b4-9492-dbabc9155829,Jeff has just gotten engaged to his girlfriend Ashley!,They were so pleased with their wedding that they started planning right away.,"A few hours later, I found out that everything costs money.",Jeff decided to get a part-time job to help pay for these expenses.,Ashley does not have a part-time job.,Jeff did not resign that day.,1
4989e550-64be-4b0e-a667-fee519fc2980,Josh got up early to get ready for his planned hike.,"After a shower, I made sure all my supplies were packed and ready to go.","He left the house and drove to the park, where he intended to go for a hike.","It was still early in the day, so Josh mainly walked the paths on his own.",Josh does not like the outdoors.,Josh doesn't hate the outdoors.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,We have a basketball game on Friday.,I would like to see it with a friend.,We all got together and raised money to buy snacks.,We went to the court and sat down.,We sat down and didn't decide to leave.,We don't have courtside seats.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,Anne wants to climb ivy on the walls of her house.,She thought it looked quaint and charming.,She found a small ivy seedling and planted it.,"Eventually, they began to climb the walls of the house.",It wasn't the only thing she wanted.,She is not very allergic to poison ivy.,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,My goal is to do 200+ pounds on the squat machine.,"In my gym, this is the maximum weight for the machine.","Now, I can only do about 150lbs.",I have been working hard for over six months.,I didn't know that one day I would eat a pear.,I didn't know I'd get there one day,2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella's father is going to Munich on a business trip.,Ella asked her father to bring her back.,She had never been to Germany and wanted to see it.,Dad agreed and took Ella along on the trip.,She was not disappointed.,She was not having fun.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry was taken to the movies for the first time by his parents.,I bought him snacks before we went in.,"Inside the theatre, the two sit in the last row of seats.",Henry enjoyed the whole film.,"Nor did he shout ""I want to go home"".",He didn't thank his parents for not taking him to the movies.,2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim loves to swim with the tuna in the depths of the sea.,He would never hurt them or try to catch them.,"One day, a fishing boat came to the tuna's house.","The next day, Tim tried to dive with the tuna.",He couldn't find the tuna.,It's not that he didn't look for tuna.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel had asked a girl out on a date.,They had a great time and I hope to see them again soon.,"The next day, he called her and asked for a second date.",He was worried that she would refuse.,She was travelling to Alaska for the first time in a long time.,I told her I didn't accept it and she didn't either.,2
59201852-aca6-4676-a477-b7c6e6707679,Leila was very excited to meet her favourite rapper.,She has a backstage pass for after the concert.,She headed to the backstage and introduced herself.,"She was shocked to see the rapper drunk, rude and sexist.",Rilla didn't become a rapper on the road.,Lilla will never listen to that rapper's music again.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,"While washing the dishes, Caitlin broke her mother's best dish.",Caitlin knew her mother would be upset.,I lied and said my sister had done it.,My sister was scolded.,Caitlin didn't feel guilty and was honest with her mother.,Caitlin's sister did not get justice.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea is looking for a new pet.,She has always wanted to have a dog.,"After visiting a local dog shelter, they decided to rescue a puppy.","After the formalities were completed, Andrea took the dog home.",Andrea did not introduce the dog to the family.,Andrea would never give her dog to a stranger.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will and Anna have been dating for twelve years.,They went on holiday together and went to the beach.,"While we were walking on the beach, Will decided to propose to us.","Anna replied, ""Yes.",Will wasn't too upset when Anna said yes.,It was eight months before they married.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie is watching the carousel.,I couldn't decide which animal I wanted to ride.,With a pink horse and a blue rabbit.,"As a result, she rode twice.",She was not satisfied until she had to ride a different animal each time.,I think Ellie didn't cry either time because she didn't want to miss the ride.,1
758bfe67-dfe7-4908-93fa-d5825f703f96,I play football with my friends.,We will set up at our location.,"When the game started, I was caught.","I screamed, hurting my knees.",My friends didn't stop playing to help me.,I couldn't stand up to finish the game.,1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,My rehab therapist came to see me today.,We intend to do a simple workout.,Let's start with some lower body exercises.,"When I do sit-ups, he wants to do more sit-ups than I do.",My rehab therapist is not motivated.,My rehab therapist is not a narcissist.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,I bought her a new pair of gloves for Christmas.,It is made of leather and looks good.,She loved it and tried it on.,"Unfortunately, the size is not right.",My girlfriend didn't just get a degree in soil management.,I didn't take it back to the shop to buy another size.,2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina lost her wallet in the restaurant.,She was very unhappy.,She felt she couldn't get any of her things back.,"However, Mina had a wonderful surprise in store for her.",It wasn't a stranger stealing her purse.,A stranger did not find my wallet and returned it to the restaurant.,2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete has found a new job at a software company.,This is Pete's dream job in life.,Pete writes down all his good ideas and always shows them to his boss.,"Eventually, Pete was promoted to Assistant Manager.",Pete never quit his job and never looked back.,"A year later, he was never promoted again.",2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,I hadn't seen her for a while.,"She got a new job, so it was hard to talk to her.",This job takes up all her time.,"Eventually, she contacted me and asked me to go out with her.",I didn't break up with her because I wasn't happy not to hear from her.,I saw that she wasn't too happy and didn't make any plans.,2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina just wanted to be alone and cry.,The only place she can stay on campus is in the bathroom.,But there was someone in the bathroom.,"She stood with her hand on the door, feeling her eyes wet with tears.",I couldn't help but laugh out loud.,She didn't try to be quiet and didn't sob.,2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina is watering the garden.,"As her brother walked by, she splashed him with water.",I ran and laughed and screamed.,My sister and another brother joined us.,Gina wasn't sad.,Gina didn't have a great time.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agatha has always wanted a pet bird.,"Then one day, she bought two pet finches.","Eventually, she could no longer stand their constant noise.","Worse still, they are often confused.",Agatha did not decide to buy two more.,Agatha did not decide to return it.,2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,The boy wanted to go to the movies.,I knew I couldn't go and ask her not to do her chores.,They did all the housework.,He asked me if I wanted to go to the movies.,"Their parents didn't say ""when you're done with your chores"".","My parents wouldn't allow it, so I never went to the movies.",2
20165765-4bc3-4a45-9c22-44ff8fd303c5,I noticed that my hair was becoming too long.,"I tried to cut it myself, but I failed.",I put on my shoes and grabbed my keys.,I went to the hairdresser to get my hair cut.,He didn't do a good job.,They didn't ask me to cut it myself.,1
3ea721b1-70dd-4222-b25d-4273e80ae312,Sandra couldn't believe that she had finally made it to Hollywood.,"In order to realise his dream of becoming a star, he started auditioning for roles.",It didn't work out and I ended up working as a waiter for a living.,She soon learns that one of her regular clients is a talent agent.,Sandra didn't let the agents leave her alone.,"As a result, I didn't get on well with my agent.",2
7b25f5dd-7081-47e1-99ee-ef1bdc679a00,Sally planned to surprise him by bringing the cake to his office.,Sally thought the cake was a great way to make them smile.,She went to the supermarket to buy a cake.,"In his office, he gathered his staff around a conference table.","Then she didn't bring the cake, which made us all sad.",She didn't tell him that she didn't have a cake.,1
16ac16d6-41a4-49f4-a3e1-ec242ce8f921,Sarah is self-taught in algebra.,"However, after a few weeks, the situation did not improve much.",She realised she hadn't set any goals.,"So, every day, I set certain goals.","Before she knew it, Sarah wasn't very good at algebra.","However, Sarah did not give up on studying algebra.",1
3db2f1f0-1ec7-4738-b3c5-154b63000671,Louis loves his tractor.,One day he decided to try to do it himself.,He went in search of parts scavengers.,"Next, I took him home.",lewy doesn't want to throw away all the worthless tractor parts.,The tractor was not built by him.,2
ed594d9e-4c0f-4110-be41-95859a167e16,Bill could not afford to go to college when he was young.,Now he is a grandfather who dreams of getting a degree.,"At the age of 70, he finally realised his dream.",Everyone is proud of him.,Bill is not the proudest.,Isn't Bill ashamed of himself?,1
83749a3e-53e3-4e7e-9511-ca63638aca7e,Dan saw the dog shivering in the rain and thought he might be lost.,This dog is very friendly and Dan can take him home with him.,He has no tags or collar and appears to be malnourished.,Daniel put up a sign nearby and asked his neighbours.,The owner of this dog has not been found.,Dan didn't give up and released the dog back into the wild.,1
6ef9c54c-5c2e-4134-8ac0-0e3c978cdb0c,The teacher walks around with a pile of paper.,It's starting to rain outside.,"As the teacher was trying to get down the steps, he fell.",The paper flew out of her hands and fell to the floor.,A passer-by did not help her to get up and collect the roll.,"The doctor never got up and went home, leaving no papers behind.",1
a4649658-7420-442a-8b13-336f991a2e0c,The Bradleys decided to go camping.,We got on the bus and made the two-hour trip.,"By the time they arrived, it was almost dark and the storm had begun.","After the rain, we set up our tents and built a fire.","Since then, the Bradleys have never taken a great camping trip.",The Bradleys never turned around and went home.,1
a5af376d-4177-4abd-b85d-3645e120fce5,Don and his wife drove to the video rental shop.,"Half an hour later, they still couldn't decide which film to watch.",Don asked the shopkeeper to pick a film for him.,The building owner has chosen the popular romantic comedy starring Katherine Heigl.,Mr. Tang and his wife did not give up and went home.,Mr Don and his wife were unable to get the film.,2
0ff6265a-5399-49ee-84d4-422a40a342c2,Missy drank too much and went for a tattoo.,She decided to get a tattoo on her forehead.,"The next day, Missy was horrified at what she had done.",Missy scraped together an operation to remove her tattoo.,Missy didn't get another tattoo on her cheek.,"Despite the unnecessary expense, the tattoo did not disappear.",2
ad95df27-042e-492f-8762-8ba1de02b471,John felt uncomfortable.,Jon decided to go on a diet.,He started to improve his diet and exercise.,John has been working on it and is starting to feel the effects.,Jon was not happy with the results of his weight loss.,John didn't have a hamburger and fries for dinner.,1
157ed81f-52a5-4cdc-934c-6ee421675cc9,The high school football team will be in the playoffs.,The team is excited and the town has shown its support.,The door is decorated.,The company closed early.,The home team's stand was not full at the start of the game.,No one in town wanted to join the game.,1
5c609bdb-3a4f-4f3f-a50b-0f8246ee6841,Earl got up early and made some coffee.,He wanted to get the job done on that day.,The smell woke up all my flatmates.,He also wants to make coffee.,None of his roommates made coffee.,Not all roommates are averse to coffee.,1
71fbcabb-27b4-4449-a161-a8af8e3d4d8f,Maggie has a dog.,I take my dog out for a walk.,We went to the park to play.,"When she gets home, Maggie feeds the dog.",Maggie and her dog are not the best of friends.,Margie doesn't mind spending time with smelly dogs.,1
41963889-83cc-409d-9bdb-fc26eeb460c2,Ella wanted to pick out a dress for the prom.,I can't decide.,So she asked her boyfriend for his opinion.,"Whatever you choose to wear, it's beautiful! She said.",ELLA is not angry because her boyfriend is not that fussy.,ELLA doesn't care what she chooses to wear.,2
d0797834-8c42-44cd-8d2c-3fee56b84e28,Ben decided to work out more in 2016.,I schedule at least four workouts a week.,Ben decided to wait until next Monday to start working out again.,Monday passed and Ben hadn't started his workout program.,Don't start using what you don't use in the first place.,Ben doesn't go to the gym every day.,1
337bde69-adb0-4fb5-aedf-03185ea882d5,G-Bear is a teddy bear with a box.,It spoke to me in an incomprehensible language.,I bought one for my wife when I was younger.,It was a gift from my daughter when she turned 3.,My daughter did not appreciate the gift.,My daughter has never been depressed.,1
519cc090-8a11-486c-89e4-1e4c20a41ba5,Chris has a lot of chickens.,He collected eggs from them every day.,He took the eggs to the farmer's market.,Everyone loved Chris's eggs and paid a lot of money for them.,"Chris went on to open his own company, which was not a success.",Chris can't sell his eggs.,1
638b4ccf-e7cd-4974-bfe4-5500f2342523,My daughter celebrated her 6th birthday.,I decided to throw a party for her and her friends at my art studio.,All her friends have arrived and are awaiting instructions.,Each friend listened to the explanation of how to paint their own picture.,"After listening to it, the children couldn't have done better.","At that time, the children had not yet started writing their own songs.",1
ef111a9f-243a-422d-b95a-a367fac80162,My mum drove to the shop last night.,"As she stopped at the traffic lights, two men rushed to her door.",They put a gun to her head and told her to get out of the car.,They took it and drove off.,My mother didn't bash Chief Brodie for not closing the beach.,My mum will never shop at that shop again in the evening.,2
8c5e75c6-2905-47e6-87c0-0af7673ae9e0,Sal is always on his game.,He can't beat level 9 no matter how hard he tries.,Then his cousin came and offered to help him.,Two boys playing side by side.,They did not spend the afternoon reading books together.,"But in this case, even with the help of his cousin, he couldn't have gone any higher.",2
