"InputStoryid","InputSentence1","InputSentence2","InputSentence3","InputSentence4","RandomFifthSentenceQuiz1","RandomFifthSentenceQuiz2","AnswerRightEnding"
3f076ec0-6985-418d-bb75-45b437aceca0,Ari naponta 20 dollárt költ savanyúságra.,"Hogy pénzt takarítson meg, úgy dönt, hogy saját maga készíti el.",A savanyúságot sós lébe tette.,"Ari két hetet vár, amíg a savanyúság megavasodik.","Ari kinyitja az üveget, és hiányos savanyúságot talál.",Az aria savanyúság nem édes.,1
b5bc0ca6-03b0-43c0-8114-20186b5f783b,Trudey regényeket akart írni a megélhetésért.,Az egyiket hagyományos kiadói eszközökkel írták.,"Alig keresett annyit, hogy fedezze a kapott előleget.",A második saját kiadású.,"Trudey nem remélte, hogy az önkiadás jövedelmezőbb lesz.","Trudey nem hívta fel a húgát, és nem kérte meg, hogy jöjjön el vacsorázni.",1
43ff94c9-d83c-4ac5-bb44-d91f808c1e61,Feliciano a nagymamájával szedte az olajbogyót.,Szedés közben történeteket mesélt neki az őseiről.,"Mielőtt észbe kapott volna, a nap már lement.","Hazavitték az olajbogyót, és együtt ették meg.",aztán elmentek olajbogyót szedni.,Feliciano nem örült a jó napjának.,2
5b2f7f43-ce2f-4405-9576-21ef0ae67612,Áron barátnője meghívta őt vacsorára.,"Azt mondta, hogy elkészíti a kedvenc ételét, az alfredo csirkét.","Áron nagyon izgatott volt, hogy a lány főzni akar, de utálta az alfredót.","Biztosan összekeverte a szavait, amikor azt mondta neki, hogy őt szereti a legkevésbé.","Áron nem javasolta, hogy segítsen neki egy újabb étel elkészítésében.",Aaron nem szakított vele .,1
d9dde843-ee66-4dca-820a-c3d489ba586f,Oliver ideges volt az esküvő miatt.,"Aggódott, hogy dadogni fog az eskü alatt.","Amikor eljött az idő, mély levegőt vett, és beszélni kezdett.","Dadogott, de a feleségem mosolygott és megölelte, úgyhogy nem volt semmi baja.","Oliver úgy döntött, hogy nem megy férjhez.",Oliver nem volt ennyire hálás a felesége szeretetéért.,2
705d7e4d-3b56-48dc-9dad-9b14eff97d95,Sara elvesztette a macskáját.,Olyan szomorú volt!,Az egész környéken táblákat helyezett el.,Aztán valami csodálatos történt.,Sarah nem törte el a lábát.,valaki nem találta meg a macskáját.,2
a37be14a-7724-464c-8344-87624fafaa34,Kelly az új Mario-játékával játszott.,Már több hete játszik vele.,"Olyan sokáig játszott anélkül, hogy legyőzte volna a szintet.",Végre túljutott az utolsó szakaszon.,Kelly nem volt dühös emiatt.,"Kelly nem volt annyira boldog, hogy végre legyőzte őt.",2
17cfe8c3-561d-4910-8644-0565deccbe79,Tim és Deb már majdnem egy éve járnak.,"Tavaly karácsonykor egy partin találkoztak, amelyen részt vettek.","Tim ma este felvette Debet egy randira, és elvitte egy finom vacsorára.",A desszert után azonnal megkérte a kezemet.,Deb nem mondott igent Tim házassági ajánlatára.,"Deb nem mondta, hogy csak a nők érdeklik.",1
87aa1560-0c24-4a6d-8507-6ae058e4422a,A szobatársam Németországból származik.,Nagyon jó szakács.,"Egy nap olyan kolbászt készített nekem, amilyet otthon, Németországban evett.","A kolbász, mondta, nem működött jól.",Szerintem a gabonapehely nem volt finom.,Egyébként sem szerettem őket.,2
9cba37ea-cc3e-4775-b044-c3d3d4983d22,Gyerekkoromban nagyon szerettem volna sakkozni.,"Leültem a nagyapámmal, és ő tanított engem.","Először csak tanított, de aztán valami különleges dolog lett belőle.","Ahogy idősebb lettem, továbbra is dámáztam vele.",Még mindig utálom a sakktáblát.,A sakktábláról nincsenek túl szép emlékeim.,2
a0769cd4-45a0-492c-a566-b14b9b17cba6,"Ivy is akart egy mobiltelefont, mint az összes barátja.",Újságkihordással spórolt pénzt.,Hamarosan elég volt egy telefonhívásra.,"Elment vásárolni, és kiválasztotta a tökéletes telefont.",Amy nem költötte az összes pénzét ruhákra.,nem szerette az új telefonját.,2
40f3b904-81c7-4e92-b245-ff20840733a2,Dave besétált egy élelmiszerboltba.,Ott akarta megvenni kedvenc energiaitalát.,Csak egy konzervre volt elég pénze.,"Amikor a folyosóra ért, elmosolyodott.",Dave nem vette meg az egész ügyet.,nem voltak eladhatóak.,2
b00c883d-782a-428a-be8d-1749a200575f,"Gina a nagyapja ágyán ült, és kinézett.","Tél volt, és a kertje tavaszra elpusztult.","A nagyapja meghalt, így senki sem fog gondoskodni róla.","A gyomok átvennék az uralmat, és elnyomnák a virágokat.","gina nem kérdezte meg a nagyapját, hogy melyik virágot szereti a legjobban.","Gina nem döntött úgy, hogy kimegy gyomot szedni.",2
1d3e5ddd-76a9-401d-8c5c-a6f5f0bd7160,Ramona nagyon boldogtalan volt a munkahelyén.,"Béremelést kért, de elutasították.","Az elutasítás arra késztette, hogy agresszívan böngészni kezdje a keresőhirdetéseket.","Talált egy érdekes új lehetőséget, és elintézett egy interjút.",nem ajánlottak neki magasabb fizetéssel járó új állást.,"Ramonának nem volt oka arra, hogy ne akarjon munkahelyet váltani.",1
34ddd737-0709-4fc7-b64b-6c43eaf9f48c,Játékkonzolt akartam venni.,"Megkérdeztem a szüleimet, és ők álltak elő az ötlettel.","Azt mondták nekem, hogy ha teljesítem a kötelezettségeimet, akkor pénzt kapok a megtakarításokra.","Egész nyáron minden héten, kérés nélkül teljesítettem a feladataimat.","A szüleim nem adtak elég pénzt, hogy konzolt vegyek.",A nyár végén nem fizettem vissza a szüleimnek.,1
fc416bf8-23b2-41af-b4bf-ffc544321166,Felipe gyerekkora óta érdeklődik Németország iránt.,A könyvtárban olvasott könyvek segítségével ismerkedett meg a nyelvvel és a kultúrával.,A főiskolán végre eljutott Berlinbe.,"Felipe szerette a német művészetet, az ételeket és a sört.",Felipe soha többé nem akart Németországba menni.,felipe életében soha többé nem látogatott el Németországba.,2
d8079c78-7eda-4006-a7f5-993cc1456bcb,Miles tetőfedő volt.,"Szerette a munkáját, és nagyon jó volt benne.","Egy nap nem figyelt oda, és leesett a tetőről.",Szerencsére csak a lábát törte el.,miles nem állt fel és nem ment el.,"miles nem döntött úgy, hogy óvatosabbnak kell lennie.",2
de97e427-f428-4b4e-80e6-b22b80a9f3f1,"Johnny azt hitte, hogy Anita az igazi, de tévedett.","A férfi randira hívta, de a lány azt mondta, hogy nem érzi jól magát.","Johnny úgy döntött, hogy elmegy egy klubba inni és zenét hallgatni.","Éjfélkor hátranézett, és látta, hogy Anita egy másik férfival táncol.",Johnny nem akarta újra randira hívni Anitát.,Johnny nem hívta el újra randira Anitát.,2
4d1e86d9-f613-47c4-848e-0e4b9fbe3dce,A szeme égett a fájdalomtól.,A gyomra felkavarodott és felfordult.,A tüdeje megtelt folyadékkal.,Fájdalmas köhögés zakatolt kis otthona folyosóin.,"biztosan nem állt közel a halálhoz, még az éjszaka vége előtt eltűnt volna.","nem kelt fel, és úgy döntött, hogy futni megy.",1
c9bc611e-b71c-48e9-a3d3-4a4ebcb9a8cc,Tom a nagy vizsgára készült.,Aztán unalmában elaludt.,Öt órát aludt.,Megrázkódtatással ébredt.,"Tom nem sietett, hogy minél többet tanuljon a vizsga előtt.",tom nem érezte magát készen a tesztre.,1
7ef8e330-87c0-45f1-a4ac-c51818a46ac5,A barátok együtt ebédelnek és összegyűlnek az asztal körül.,"Ben éhes volt, és mindenki más előtt befejezte az ebédjét.","Visszament az ebédlőbe, hogy még több ételt vegyen.",Ez nem formálta őt.,"nem döntött úgy, hogy vesz még ebédet, és nem érezte magát rosszul utána.","aztán nem hagyta abba az evést, mert nem volt jóllakva.",1
86178f58-f674-42bc-91f8-23038c98197a,"Jill apja elvitte őt, hogy válasszon egy cicát.",Ketten voltak a ketrecben.,Egyiküket sem hagyhatta hátra.,Az apja egyetértett.,Jill és az apja egyetlen macskát sem vittek haza.,Jill és az apja nem vitték haza a két cicát.,2
2a41a1bd-54d3-40cb-ba38-eba5e3c5c31c,Ma volt az első osztálykirándulásom.,Az osztályom az iskola hátsó részében lévő játszótérre ment.,Sok diák és professzor a padlón lévő törölközőkön pihent.,Emellett számos sporteseményre is sor került.,Aznap nem barnultam le rendesen.,"Nem ütöttek arcon egy focilabdával, és nem kaptam monoklit.",1
50a2e0a9-17b0-4670-9e3b-7c7a0bcf3512,A kutya megállt a tónál inni.,A tükörképét egy másik kutyára cserélte.,"Harcolni akart, ezért beugrott a vízbe.",Nem meglepő módon az ellenfele megfoghatatlannak bizonyult.,a kutya nem futott haza behúzott farokkal.,"a másik kutya nem verte meg, és nem harapta meg a fülét.",1
1257ebe1-6a10-49c0-bd35-28ca88e2baec,Péter meg akarta mutatni a lányának a kedvenc karácsonyi dalát.,Lejátszott neki egy videót a dalból.,"Aztán hagyta, hogy meghallgassa a filmzenét.","Utoljára úgy döntött, hogy elénekel neki egy dalt.",Péter nem utálta a karácsonyt.,Péter lánya nem szerette a zenét.,2
00c4e875-144a-4c40-b83a-08a7e9926253,Yao lelkes kertész volt.,"Nagy kertje volt a hátsó kertjében, amit nagyon szeretett.","Elhatározta, hogy fogta a zöldségeit, és benevezte őket a helyi vásárra.",Várakozással várta az eredményeket.,yao nem két kategóriába sorolható.,a bírák nem ették meg a yao zöldségeket jutalom nélkül.,1
e347459b-dd6e-4b4e-afae-7bbb45964184,Mary imádott ugrókötelezni.,Mindvégig ezt tette.,Ez jó formában tartotta.,Mindig tele volt energiával.,"Mary nem azért veszítette el az állását, mert nem volt kitartása.","Mary nem örült annak, hogy megtanult kötélen ugrókötelezni.",2
606f2a0b-3565-4cf8-8b95-efc4196a5ef3,Egy bárban voltam a barátaimmal.,"Én következtem, hogy vegyek egy golyót.","Odamentem a pultoshoz, és kértem tőle 13 sört és egy felest.","Elkérte a kártyámat, és elfogadta a rendelést.","Nem mondta, hogy menjek a pokolba.",nem teljesítette a megrendelésemet.,2
c2053646-85b1-41b4-8244-bfb1a2c21029,Scott éhes volt.,"Úgy döntött, hogy vacsorát főz.",Tacót főzött.,"Eleget készített belőlük, hogy megossza egy barátjával.",a barátjának nem ízlett a Scott által készített taco.,"barátja nem sértődött meg annyira, hogy ne kérje meg Scottot, hogy távozzon.",1
1e65a4f0-bc9e-4ff7-84e0-8eff744d95aa,Jorel ki akarta próbálni magát egy kosárlabdacsapatban.,Nagyon keményen gyakorolt.,A vizsga napján nagyon ideges volt.,Gyakorlata kifizetődött.,nem hívták meg a csapatba.,nem játszott borzasztóan.,1
4970b8a1-f2b4-4cfd-85d0-0e93edbd86f7,Beth és Carol kínai étterembe mentek.,Vacsora után Beth kinyitotta a szerencsesütijét.,"Beth arra számított, hogy a hét végére szerencséje lesz.","Beth a hét folyamán felhívta őt, hogy közölje vele a jó hírt.",Beth kutyáját nem ütötte el egy autó!,Beth nem éppen a lottón nyert!,2
f6f37f29-ff73-4b5b-980c-55b0a2d1340c,"Sally szerette a szódavizet, amit az anyja vett neki.",Kivett egyet a hűtőből.,Örömmel nyitotta ki és próbálta ki.,"Sally nem tudta, hogy a bátyja mindannyiukat megdöbbentette.",a víz nem volt túl nyugodt.,a víz nem robbant fel.,2
e0644cca-3711-444f-ba22-22e701d18fa9,A menyasszony és a vőlegény végigsétál az oltárhoz.,Végül összeházasodtak.,Az esküvőre egy vidéki klubban került sor.,"Amikor a menyasszony eldobta a csokrot, a legjobb barátnője elkapta.",a legjobb barátnője nem volt dühös.,a legjobb barátnője nem volt lenyűgözve.,2
facc8d6c-0f9d-472a-aa08-a7bacb41d38b,Gordon siet egy találkozóra.,"Kirepül a laborból, és megcsúszik a kinti jégen.","Amikor feláll, észreveszi, hogy letépte a csuklóját.",Alig ér oda időben a találkozójára.,"Gordont nem azért rúgják ki, mert nem késett el egy megbeszélésről.","gordon nem ígéri, hogy legközelebb óvatosabb lesz.",2
cd4c6628-e2b1-4959-afaf-e3008821b177,Két idős hölgy beszélget ebéd közben a parkban.,"Az egyikük kosarat hozott, és az ételt az asztalra tette.","Boldogan beszélgettek és ettek, amíg el nem kezdtek vitatkozni valamin.","Az egyikük megdobta egy szelet tortával a másikat, és ételmérkőzés kezdődött.","a rendőrségnek nem kellett jönnie, hogy megállítsa a konfliktust.","nem voltak elégedettek azzal, hogy milyen finom volt a torta.",1
11c99af0-78e8-414d-b78c-2c70fe407ba6,Mike-nak gyönyörű barátnője volt.,Egy nap az iskola udvarán sétált.,Látta a barátnőjét egy másik férfival.,"A másik fiú a barátja, Bob volt.","Mike nem örült, hogy nem az iskolaudvaron sétálhat.","Mike nem volt szomorú, hogy barátnőjét mással látta.",2
7ac29522-a873-4083-832c-cf8fbbf3d1dd,Kara tegnap elvesztette a kutyáját.,Megijedt.,Kara az egész városban kereste őt.,A kutyát utoljára a szomszéd udvarán találta meg.,"Kara nem kérte meg a szomszédait, hogy ne tegyenek kutyakaját az udvarukra.","Kara nem vett egy háziállatot, és nem festette rózsaszínre.",1
1055bd28-9480-4e7e-8b5c-68575b03911b,Minden évben részt veszünk egy grillezésen a nagynéném házában a medence mellett.,"Egyik évben, amikor a nővérem még nagyon kicsi volt, beleesett egy medencébe.","Amikor apám észrevette, hogy eltűnt, a medencéhez rohant.","Elsüllyedt, és a húgomat a felszínre húzta.","Nem voltunk mindannyian megkönnyebbülve, miután nem oldódott meg.","akkor nem engedtük, hogy úszni menjen.",1
44b83c91-61e5-48e1-aa8b-a4712e3b837a,"A szigonyozó eltalálta a bálnát, amely megtántorodott és menekülni kezdett.","Néhány percig minden rendben volt, aztán a bálna mély hangot adott ki.","A zsinór nem tudott elég gyorsan kifutni, és az orr mélyre süllyedt.","A csónak a hullámok alá süllyedt, és nem emelkedett fel újra.",a szigonyos nem süllyedt el a hajóval együtt.,a szigonyos nem jelent meg a szörfdeszkán.,1
054e6e40-539e-4b88-b81d-acec771d42cb,Sarah nagyon éhes volt.,"Kiment a konyhába enni, de csak kenyeret kapott.",Pirítóst készített vajjal és lekvárral.,"Amikor az asztalhoz ment, elejtette a pirítóst.",Sarah nem volt annyira lehangolt.,"Sarah nem volt lenyűgözve, mert elejtette a pirítóst.",1
f82aee98-72da-4a92-b898-d4d362101498,Karácsony másnapján elhagytuk Észak-Karolinát és Floridába mentünk.,"Hosszú volt az út, és alig vártuk, hogy odaérjünk.","A családdal töltöttük az időt, és meglátogattuk Disney Worldöt.",Egy teljes napot töltöttünk a Magic Kingdomban.,"Ezután nem mentünk haza, és mélyen aludtunk.","aztán nem hagytuk el a hat zászlót, és hazamentünk.",1
099edf1f-91ae-4f8c-b9ed-4e921a7c3b02,"Nicole legnagyobb vágya az volt, hogy nagynéni legyen.","A probléma az volt, hogy nem voltak testvérei.","Ma Nicole üzenetet kapott unokatestvérétől, Hsziaótól.",Xiao és férje kisfiút vártak.,"nem gondolta, hogy tiszteletbeli nagynéni lehet.","Még nem döntötte el, hogy nem szereti a babákat.",1
fee44088-f58d-4ef9-93dc-cffe69f03d77,Mary és Emma a tengerpartra hajtott.,"Úgy döntöttek, hogy úsznak az óceánban.",Mary Emma felé fordult.,"Emma azt mondta, hogy vigyázzunk a hullámokkal.","az óceán nem volt olyan nyugodt, mint egy fürdőkád.",Máriát nem döntötte el a nagy hullám.,2
cef2eb7e-2792-46b4-9492-dbabc9155829,"Jeff most jegyezte el a barátnőjét, Ashley-t!","Nagyon boldogok, és azonnal elkezdték tervezni az esküvőjüket.","Órákon belül rájöttek, hogy ez az egész milyen drága lesz.","Jeff úgy döntött, hogy részmunkaidős állást vállal, hogy mindezt ki tudja fizetni.",Ashley nem kapott részmunkaidős állást.,Jeff nem mondott fel aznap.,1
4989e550-64be-4b0e-a667-fee519fc2980,"Josh korán kelt, hogy felkészüljön a tervezett túrára.","Miután lezuhanyozott, meggyőződött róla, hogy minden lényeges dolgot becsomagolt.","Elhagyta a házat, és elment a parkba, ahol kirándulni készült.","Mivel még korán volt, Josh az utat többnyire magára hagyta.",Josh nem szerette a szabadtéri tevékenységeket .,Josh utálta a szabadtéri tevékenységeket.,1
5be778f7-bed0-4ffd-b275-eaa8dd6eb417,Pénteken kosárlabda-mérkőzés volt.,A barátaim és én meg akartuk nézni.,"Összegyűltünk, és szereztünk egy kis pénzt uzsonnára.","Bementünk az udvarra, és leültünk.","Nem akkor döntöttünk úgy, hogy elmegyünk, amikor leültünk.",nem volt ülőhelyünk a pálya szélén.,2
a524f46d-2122-4d80-9cf6-35e7295e27c1,"Anna azt akarta, hogy borostyán másszon a háza falára.",Furcsának és bájosnak találta.,"Kis borostyánpalántákat szerzett, és elültette őket.",Hamarosan már az otthona falára másztak.,"nem csak az volt, amit akart.",nem volt nagyon allergiás a mérges szömörcére .,1
94d111c2-3c86-40cc-afaa-e9d0a123c3d5,"A célom az, hogy több mint 200 kilót csináljak a fekvenyomógépen.",Az én edzőtermemben ez a legnehezebb súly ezen a gépen.,Most már csak körülbelül százötven kilót tudok megtenni.,Több mint hat hónapig nagyon keményen dolgoztam ezen.,"Nem tudom, egy nap majd eszem körtét.","Nem tudom, egy nap majd eljutok oda.",2
36df2002-92f3-4a85-ac47-8df95d219cb2,Ella apjának üzleti ügyben Münchenbe kellett utaznia.,"Ella megkérte az apját, hogy vigye magával.","Még soha nem járt Németországban, és látni akarta!","Az apja beleegyezett, és magával vitte Ellát az útra.",nem csalódott.,nem volt csodálatos időtöltés.,2
f2a6a95f-5396-4984-a7a5-06df5b948f40,Henry szülei elvitték őt az első filmjére.,"Mielőtt bementek volna, vettek neki némi harapnivalót.",A színházban a hátsó üléssorban ültek.,Henry az egész filmet élvezte.,"Nem sírt állandóan, és nem könyörgött, hogy hazamehessen.","nem köszönte meg a szüleinek, hogy nem vitték el moziba.",2
b58034b4-b513-4b73-86e5-57755b8fc4d2,Tim imádott tonhalakkal úszni az óceán mélyén.,"Soha nem bántanám őket, és nem próbálnám elkapni őket.",Egy nap egy halászhajó érkezett Tuna otthonához.,Másnap Tim megpróbált tonhallal merülni.,nem találtam dallamot.,nem kerestem dallamot.,1
97d25389-0521-4516-bafc-2cec760dbd4a,Mel randira vitt egy lányt.,Csodálatosan érezték magukat.,Másnap a férfi felhívta a nőt egy második randira.,"Aggódott, hogy a lány visszautasítja.",egy ideje már nem utazott Alaszkába.,a férfi megkönnyebbülésére a nő nem tette.,2
59201852-aca6-4676-a477-b7c6e6707679,"Lira nagyon izgatott volt, hogy találkozhat kedvenc rapperével.",A koncert után backstage belépőket kapott.,"Bejött a színpad mögé, és bemutatkozott.","Elborzadva tapasztalta, hogy a rapper részeg, durva és szexista.",lyra nem lett a rapper egyik társa.,lyra soha többé nem hallgatott rapzenét.,2
1ca57071-a5bb-4dcc-b0bf-d5321e6e3845,Caitlin mosogatás közben összetörte anyukája egyik legjobb edényét.,"Caitlin tudta, hogy az anyja dühös lesz.","Azt hazudta, hogy a nővére tette.",A húgát megdorgálták.,"caitlin nem érezte magát bűnösnek, és előjött az anyjának.",Caitlin húga nem viselte méltányosan a büntetését.,1
bb99b560-0513-4756-88fc-0c6aa8cecadb,Andrea új háziállatot keresett.,"Azon gondolkodott, hogy örökbe fogad egy kutyát.","Miután meglátogatott egy helyi kutyamenhelyet, úgy döntött, hogy megment egy kiskutyát.","Miután a papírmunkát elvégezték, Andrea hazavitte a kutyát.",Andrea nem mutatta be a kutyát a családjának.,Andrea nem adta a kutyáját egy idegennek.,1
8cbd5a81-89cb-433c-a34d-ced88c0fdd8d,Will és Anna 12 évig jártak.,Együtt mentek tengerparti nyaralásra.,"A tengerparton sétálva Will úgy döntött, hogy megkéri a lány kezét.",Anna igent mondott.,"Will nem volt nagyon feldúlt, mert Ana azt mondta, hogy .",nyolc hónappal később nem házasodtak össze.,2
65afbe34-fc9d-4834-88b0-64e40acf5a6e,Ellie a körhintát nézte.,"Nem tudta eldönteni, melyik állatot lovagolja meg.",Volt benne egy rózsaszín ló vagy egy kék nyuszi.,Ezért ült rá kétszer is.,"minden alkalommal, amikor nem egy másik állattal lovagolt, ami boldogtalanná tette.","Ellie mindkét alkalommal nem sírt, mert nem akarta, hogy kimaradjon az utazásból.",1
758bfe67-dfe7-4908-93fa-d5825f703f96,Fociztam a barátaimmal.,Felvettük a pozíciónkat.,"Amikor a játék elkezdődött, rám támadtak.",Megsérült a térdem és sikítottam.,"a barátaim nem hagyták abba a játékot, hogy segítsenek lejönni a pályáról.","Nem jöttem vissza, hogy befejezzem a játékot.",1
93405aa3-0d24-4bba-8aa8-3a7d4d91bf29,Ma meglátogatott a rehabilitációs terapeutám.,Egy gyors edzést kellene végeznie.,Az alsótestre vonatkozó gyakorlatokkal kezdtük.,"Amikor fekvőtámaszokat csináltam, megpróbált több fekvőtámaszt csinálni, mint én.",A rehabilitációs terapeutám nem motiváló.,a rehabilitációs terapeutám nem nárcisztikus.,1
ee44e2e3-efc7-4529-8755-2ff5ac1897d9,Karácsonyra új kesztyűt vettem a barátnőmnek.,Bőrből készültek és jól néznek ki.,"Megtetszett neki, és kipróbálta őket.",Sajnos nem illeszkedtek.,a barátnőm még nem fejezte be a talajgazdálkodási tanulmányait.,"Nem vittem vissza őket a boltba, hogy más méretet kérjek.",2
63a75f76-2746-410e-b102-9dbf97c164e0,Mina elvesztette a táskáját egy étteremben.,Annyira boldogtalan volt!,"Azt hitte, hogy soha nem kapja vissza a dolgait.",És akkor egy csodálatos meglepetés várta Minát.,nem egy idegen lopta el a táskáját.,"az idegen nem találta meg a táskáját, és visszavitte az étterembe.",2
05e5583a-c950-49f3-a03e-80d7f9ccefa6,Pete új állást kap egy szoftvercégnél.,Ez volt Pete álmai munkája egész életében.,"Pete minden jó ötletét leírta, és folyamatosan megmutatta a főnökének.",Pete-et hamarosan igazgatóhelyettessé léptették elő.,"Soha nem hagyta ott a munkáját, és soha nem nézett vissza.",egy évvel később nem történt további előrelépés.,2
ddda87a3-3139-44fe-8593-6fd6fd643a3c,Egy ideje nem láttam a barátnőmet.,"Új állása van, így nehéz beszélgetni.",A munka minden idejét leköti.,"Végül felhívott, hogy elköszönjön tőlem.","Nem voltam boldog, hogy nem hallottam felőle, ezért nem szakítottunk.","Nem örültem neki, pedig nem terveztünk semmit.",2
d05b6efe-0ec1-441d-9d53-200701babc6b,Gina egyedül akart lenni és sírni.,Az iskolában csak a vécén tehette ezt meg.,De az emberek a fürdőszobában voltak.,"Az ajtóra tett kézzel állt, és érezte, hogy könnyek csípik a szemét.","nem tudta megállni, hogy ne törjön ki nevetésben.","nem próbálok a lehető legcsendesebb lenni, miközben nem sírok.",2
df758982-8116-4c76-b7cb-5f67e0a97914,Gina a kertet locsolta.,"Amikor a bátyja elsétált mellette, vízzel locsolta meg.",Nevetve és kiabálva szaladgált.,Csatlakoztak hozzá a testvérei és egy másik testvére.,Gina nem volt szomorú.,gina nem járt jól.,2
5a71cb4d-23f8-465a-84ac-a69ca56dfa07,Agata mindig is szeretett volna egy házimadarat.,Így egy nap vett két petrezselyem növényt.,Hamarosan nem bírta tovább elviselni az állandó zajukat.,Még rosszabb volt az állandó rendetlenségük.,"agatha nem döntött úgy, hogy vesz még kettőt.","Agatha nem döntött úgy, hogy visszaadja őket.",2
c6653f2f-77a9-4adc-8dd6-64754847a6f3,A fiúk moziba akartak menni.,"Tudták, hogy ha kérnék, nem tudnának elmenni a házimunka elvégzése nélkül.",Minden munkát ők végeztek.,"Megkérdezték, hogy elmehetnének-e moziba.","a szüleik nem mondták, hogy először a házimunkát kell elvégezniük.","a szüleik nem mondtak igent, és nem mentek moziba.",2
20165765-4bc3-4a45-9c22-44ff8fd303c5,"Észrevettem, hogy a hajam kezd túl hosszú lenni.","Megpróbáltam magam levágni, de nem sikerült.","Felhúztam a cipőmet, és elvettem a kulcsaimat.","Elmentem a fodrászhoz, hogy levágják a hajamat.",nem végzett jó munkát.,"nem mondta, hogy vágjam le magam.",1
